data;setup;nivel;lado;entrada;hora;saida;motivo;pts
2024-12-13;A;ABERTURA;VENDA;126305;09:00;09:00;STOP;-100.00
2024-12-16;A;ABERTURA;VENDA;124810;09:00;09:00;STOP;-100.00
2024-12-17;A;ABERTURA;COMPRA;123525;09:00;09:13;ALVO;196.67
2024-12-19;A;ABERTURA;VENDA;123850;09:01;09:09;ALVO;196.67
2024-12-20;A;ABERTURA;COMPRA;122600;09:00;09:23;STOP+;0.00
2024-12-23;A;ABERTURA;COMPRA;123450;09:00;09:01;STOP;-100.00
2024-12-26;A;ABERTURA;COMPRA;122205;09:00;09:01;STOP;-100.00
2024-12-27;A;ABERTURA;COMPRA;122505;09:00;09:01;STOP;-100.00
2024-12-30;A;ABERTURA;VENDA;121505;09:00;09:01;STOP;-100.00
2025-01-02;A;ABERTURA;VENDA;121790;09:00;09:00;STOP;-100.00
2025-01-03;A;ABERTURA;COMPRA;121265;09:00;09:02;STOP+;0.00
2025-01-06;A;ABERTURA;VENDA;119925;09:00;09:00;STOP;-100.00
2025-01-07;A;ABERTURA;VENDA;121060;09:00;09:02;STOP+;0.00
2025-01-08;A;ABERTURA;COMPRA;122200;09:01;09:02;STOP;-100.00
2025-01-09;A;ABERTURA;VENDA;120775;09:00;09:00;STOP;-100.00
2025-01-10;A;ABERTURA;VENDA;121110;09:00;09:01;STOP;-100.00
2025-01-13;A;ABERTURA;COMPRA;119785;09:00;09:03;STOP+;0.00
2025-01-14;A;ABERTURA;VENDA;120230;09:00;09:00;STOP;-100.00
2025-01-16;A;ABERTURA;COMPRA;123150;09:00;09:00;STOP;-100.00
2025-01-17;A;ABERTURA;VENDA;122565;09:00;10:15;ALVO;196.67
2025-01-20;A;ABERTURA;COMPRA;122910;09:00;09:01;STOP;-100.00
2025-01-21;A;ABERTURA;COMPRA;123440;09:00;09:00;STOP;-100.00
2025-01-22;A;ABERTURA;VENDA;124230;09:00;09:01;STOP;-100.00
2025-01-23;A;ABERTURA;VENDA;123800;09:00;09:51;STOP+;0.00
2025-01-24;A;ABERTURA;VENDA;123350;09:00;09:01;STOP;-100.00
2025-01-27;A;ABERTURA;COMPRA;122350;09:00;09:00;STOP;-100.00
2025-01-28;A;ABERTURA;COMPRA;125250;09:00;09:05;STOP+;0.00
2025-01-29;A;ABERTURA;VENDA;124860;09:00;09:01;STOP;-100.00
2025-01-30;A;ABERTURA;VENDA;124450;09:00;09:00;STOP;-100.00
2025-01-31;A;ABERTURA;COMPRA;127310;09:00;10:18;STOP+;0.00
2025-02-03;A;ABERTURA;COMPRA;125715;09:00;09:00;STOP;-100.00
2025-02-04;A;ABERTURA;VENDA;126500;09:00;09:06;ALVO;196.67
2025-02-05;A;ABERTURA;VENDA;125550;09:00;09:02;STOP+;0.00
2025-02-06;A;ABERTURA;VENDA;125950;09:00;09:01;STOP;-100.00
2025-02-07;A;ABERTURA;COMPRA;126385;09:00;09:00;STOP;-100.00
2025-02-10;A;ABERTURA;VENDA;125100;09:00;09:00;STOP;-100.00
2025-02-11;A;ABERTURA;COMPRA;125750;09:00;09:00;STOP;-100.00
2025-02-13;A;ABERTURA;VENDA;126930;09:00;09:00;STOP;-100.00
2025-02-14;A;ABERTURA;COMPRA;127020;09:00;09:16;ALVO;196.67
2025-02-17;A;ABERTURA;COMPRA;130450;09:00;09:30;ALVO;196.67
2025-02-18;A;ABERTURA;VENDA;131300;09:00;09:04;ALVO;196.67
2025-02-19;A;ABERTURA;COMPRA;130600;09:00;09:00;STOP;-100.00
2025-02-20;A;ABERTURA;VENDA;129700;09:00;09:00;STOP;-100.00
2025-02-21;A;ABERTURA;COMPRA;129520;09:00;09:03;STOP+;0.00
2025-02-24;A;ABERTURA;VENDA;129435;09:00;09:00;STOP;-100.00
2025-02-25;A;ABERTURA;VENDA;127620;09:00;09:01;STOP;-100.00
2025-02-26;A;ABERTURA;VENDA;128320;09:00;09:01;STOP;-100.00
2025-02-27;A;ABERTURA;COMPRA;126100;09:00;09:01;STOP;-100.00
2025-02-28;A;ABERTURA;COMPRA;126390;09:00;09:00;STOP;-100.00
2025-03-06;A;ABERTURA;COMPRA;124490;09:00;09:00;STOP;-100.00
2025-03-07;A;ABERTURA;VENDA;125155;09:00;09:00;STOP;-100.00
2025-03-10;A;ABERTURA;COMPRA;126050;09:00;09:00;STOP;-100.00
2025-03-11;A;ABERTURA;VENDA;126260;09:00;09:05;ALVO;196.67
2025-03-12;A;ABERTURA;VENDA;125300;09:00;09:03;ALVO;196.67
2025-03-13;A;ABERTURA;COMPRA;124825;09:00;09:02;STOP+;0.00
2025-03-14;A;ABERTURA;VENDA;127420;09:00;09:00;STOP;-100.00
2025-03-17;A;ABERTURA;COMPRA;130085;09:00;09:00;STOP;-100.00
2025-03-18;A;ABERTURA;COMPRA;131865;09:00;09:00;STOP;-100.00
2025-03-19;A;ABERTURA;COMPRA;132540;09:00;09:43;ALVO;196.67
2025-03-20;A;ABERTURA;COMPRA;133590;09:00;09:01;STOP;-100.00
2025-03-21;A;ABERTURA;COMPRA;132950;09:00;09:01;STOP;-100.00
2025-03-24;A;ABERTURA;VENDA;133900;09:00;09:02;STOP+;0.00
2025-03-25;A;ABERTURA;COMPRA;132200;09:00;09:15;STOP+;0.00
2025-03-26;A;ABERTURA;VENDA;133180;09:01;09:01;STOP;-100.00
2025-03-27;A;ABERTURA;VENDA;133680;09:00;09:00;STOP;-100.00
2025-03-28;A;ABERTURA;COMPRA;133745;09:00;09:00;STOP;-100.00
2025-03-31;A;ABERTURA;COMPRA;131935;09:00;09:00;STOP;-100.00
2025-04-01;A;ABERTURA;VENDA;131130;09:00;09:00;STOP;-100.00
2025-04-02;A;ABERTURA;COMPRA;131525;09:00;09:04;ALVO;196.67
2025-04-04;A;ABERTURA;COMPRA;129700;09:03;09:03;STOP;-100.00
2025-04-07;A;ABERTURA;COMPRA;125650;09:01;09:01;STOP;-100.00
2025-04-08;A;ABERTURA;VENDA;127300;09:00;09:00;STOP;-100.00
2025-04-09;A;ABERTURA;COMPRA;123015;09:00;09:00;STOP;-100.00
2025-04-10;A;ABERTURA;COMPRA;127145;09:00;09:00;STOP;-100.00
2025-04-11;A;ABERTURA;VENDA;127080;09:00;09:00;STOP;-100.00
