lado;j;i;dt;dia;score;cDiv;cAbs;cClx;cFlip;cCmp;cPav;y;bars
1;7527;7528;2026-07-15 10:00:01.578;2026-07-15;48,95822655947353;1,0;0,0996428117532542;0,38223854218807257;0,0;0,0;1,0;0,0;2,0
-1;7528;7529;2026-07-15 10:00:12.384;2026-07-15;31,191176340041665;0,0;0,1401850047254316;0,5895517073968626;1,0;0,0;1,0;1,0;3,0
1;7539;7540;2026-07-15 10:02:31.331;2026-07-15;2,7139649478114016;0,0;0,0;0,09046549826038006;0,8989851822578518;0,0;0,0;1,0;3,0
1;7540;7541;2026-07-15 10:02:40.695;2026-07-15;32,95198109497532;0,6;0,0;0,31701408844722917;0,5319252320122198;0,0;0,8441558441558441;1,0;3,0
-1;7546;7547;2026-07-15 10:03:38.578;2026-07-15;20,77053845964664;0,35;0,0;0,1463527363410292;1,0;0,7629956369415766;0,0;0,0;1,0
-1;7547;7548;2026-07-15 10:04:12.130;2026-07-15;25,504556145263706;0,35;0,0;0,2582781655046493;0,0;0,0;0,9006211180124223;0,0;4,0
1;7548;7549;2026-07-15 10:04:48.590;2026-07-15;35,13264171781546;0,35;0,18613596873399518;0,3909747499821861;0,4189998310287037;0,0;1,0;0,0;1,0
-1;7549;7550;2026-07-15 10:05:03.063;2026-07-15;31,51445610921512;1,0;0,0;0,1926847787700774;0,64566288862434;0,0733912746112799;0,0;0,0;1,0
-1;7550;7551;2026-07-15 10:05:15.119;2026-07-15;20,866627680525042;0,0;0,0;0,378093938557184;0,0;0,0;0,9523809523809526;0,0;2,0
1;7551;7552;2026-07-15 10:05:35.287;2026-07-15;23,40583459504523;0,35;0,006829057780307712;0,21512264301443734;0,6104773308454446;0,020829960840373633;0,7823129251700681;0,0;5,0
-1;7554;7555;2026-07-15 10:06:03.450;2026-07-15;10,661186916473856;0,0;0,0;0,15240308391367613;0,4158588049045179;0,608909439906357;0,0;1,0;3,0
-1;7555;7556;2026-07-15 10:07:27.917;2026-07-15;19,441296923001723;0,0;0,08773746441927588;0,27472163774652;0,5490719930915183;0,0;0,9006211180124223;1,0;7,0
1;7558;7559;2026-07-15 10:08:05.735;2026-07-15;8,044965731390867;0,0;0,0;0,25965504010948326;0,3495769741853357;0,025531452810636953;0,0;0,0;3,0
1;7559;7560;2026-07-15 10:08:33.234;2026-07-15;23,98899140519517;0,0;0,15162904878710926;0,3399421728505813;1,0;0,0;1,0;0,0;1,0
-1;7561;7562;2026-07-15 10:10:01.506;2026-07-15;33,99970490401262;0,35;0,16271401480327755;0,3727284844643559;1,0;0,0;1,0;0,0;5,0
1;7564;7565;2026-07-15 10:11:29.341;2026-07-15;51,191742944125856;1,0;0,06385968346221424;0,4865083619190164;0,0;0,0;1,0;1,0;2,0
-1;7565;7566;2026-07-15 10:12:30.416;2026-07-15;34,98082250095963;0,35;0,1675251383460768;0,4014231347435905;0,0;0,0;1,0;1,0;4,0
-1;7567;7568;2026-07-15 10:13:03.548;2026-07-15;12,632132005850771;0,0;0,0;0,14646764995523978;0,3754894703508506;0,8238102507193577;0,0;1,0;3,0
-1;7568;7569;2026-07-15 10:13:21.128;2026-07-15;22,35552923881071;0,0;0,18779845390115762;0,2884785570385849;0,9715070704618194;0,0;0,9006211180124223;1,0;3,0
1;7579;7580;2026-07-15 10:16:05.609;2026-07-15;40,22974999828081;0,6;0,0;0,5076583332760269;1,0;0,0;1,0;1,0;5,0
-1;7583;7584;2026-07-15 10:16:37.550;2026-07-15;35,17735300456447;0,35;0,14554988685324305;0,4262868611077799;0,038844474589686685;0,0;1,0;0,0;2,0
1;7584;7585;2026-07-15 10:18:00.965;2026-07-15;39,50793647075925;0,35;0,23031745883036994;0,5;0,8194133819555194;0,0;1,0;0,0;3,0
-1;7586;7587;2026-07-15 10:19:16.864;2026-07-15;14,864753189216406;0,0;0,0;0,4954917729738802;0,8844060615296212;0,0;0,0;0,0;3,0
-1;7587;7588;2026-07-15 10:19:35.426;2026-07-15;32,339945348225214;0,6;0,0;0,27779113893669977;1,0;0,0;0,9006211180124223;0,0;1,0
1;7589;7590;2026-07-15 10:19:43.590;2026-07-15;27,622817424929067;0,0;0,17547213522144484;0,44120046814643155;0,31779549613949815;0,0;1,0;1,0;3,0
-1;7593;7594;2026-07-15 10:20:40.429;2026-07-15;10,61698451054158;0,0;0,0;0,12565944321377245;0,7327459389084532;0,6847201214128406;0,0;1,0;3,0
-1;7594;7595;2026-07-15 10:21:01.662;2026-07-15;20,160104832330905;0,0;0,0;0,3386701610776968;0,0660917601316922;0,0;1,0;1,0;3,0
1;7600;7601;2026-07-15 10:27:37.248;2026-07-15;39,824928167319996;0,6;0,0;0,49416427224399995;1,0;0,0;1,0;0,0;3,0
-1;7602;7603;2026-07-15 10:27:37.396;2026-07-15;16,72798119477263;0,35;0,0;0,1821294745547341;0,45920900134702125;0,2514096958130607;0,0;0,0;3,0
-1;7603;7604;2026-07-15 10:28:25.509;2026-07-15;26,853124036054425;0,35;0,1177982312751507;0,2238869937539072;0,4174112636222543;0,0;0,8441558441558441;0,0;1,0
1;7605;7606;2026-07-15 10:30:01.304;2026-07-15;35,1476334104964;0,35;0,07819492301909614;0,48142534450063307;0,5604423650908112;0,0;1,0;1,0;5,0
-1;7607;7608;2026-07-15 10:30:06.828;2026-07-15;7,42352815459879;0,0;0,0;0,13700571056153715;0,0;0,3313356837752675;0,0;0,0;1,0
-1;7608;7609;2026-07-15 10:30:15.534;2026-07-15;25,572207393999207;0,0;0,2079645233412697;0,3457698103489155;0,0;0,0;1,0;0,0;2,0
1;7609;7610;2026-07-15 10:30:53.371;2026-07-15;29,89975391514335;0,35;0,14035171025200782;0,27057172116778755;0,17908652953390172;0,0;0,9523809523809526;0,0;3,0
-1;7611;7612;2026-07-15 10:31:23.153;2026-07-15;3,6785374875117607;0,0;0,0;0,10546963691413855;0,46789233821270354;0,05144483800876042;0,0;1,0;7,0
-1;7612;7613;2026-07-15 10:31:35.532;2026-07-15;32,428718301563144;0,6;0,10413105329355457;0,21197819686445202;0,6990534833850904;0,0024537621732277;0,8441558441558441;0,0;3,0
1;7615;7616;2026-07-15 10:33:03.691;2026-07-15;24,444162127774554;0,0;0,1621124513731713;0,34637836144817574;0,7093359346539375;0,0;1,0;0,0;1,0
-1;7616;7617;2026-07-15 10:33:08.835;2026-07-15;14,368452828419105;0,35;0,0;0,09376369469911613;0,582081554463734;0,28055419874456233;0,0;1,0;3,0
-1;7617;7618;2026-07-15 10:33:23.785;2026-07-15;25,807466291843763;0,35;0,021871164718901003;0,2501491997915671;0,3941361413728051;0,0;0,9006211180124223;1,0;3,0
1;7625;7626;2026-07-15 10:35:20.509;2026-07-15;8,289041319686747;0,0;0,0;0,05165974819500129;0,8994390513782693;0,6739248873836708;0,0;0,0;1,0
1;7626;7627;2026-07-15 10:35:33.155;2026-07-15;28,57320942586885;0,6;0,0;0,17278823264351076;0,06965681900392456;0,056643319486284475;0,7823129251700681;1,0;4,0
-1;7627;7628;2026-07-15 10:35:40.538;2026-07-15;34,97403017481767;0,35;0,23554475936754912;0,34451370635429823;0,0;0,0;1,0;1,0;10,0
1;7628;7629;2026-07-15 10:36:28.512;2026-07-15;42,19033921859918;1,0;0,11550630828510697;0,1935910580374741;0,0;0,0053391328788833;0,8441558441558441;1,0;2,0
1;7630;7631;2026-07-15 10:39:01.250;2026-07-15;54,266000829379315;1,0;0,20949238398876363;0,46762304098867424;1,0;0,0;1,0;0,0;1,0
-1;7631;7632;2026-07-15 10:39:01.580;2026-07-15;12,52163636597488;0,0;0,0;0,10231257867482016;0,3742442683846799;0,9452259005730275;0,0;0,0;1,0
-1;7632;7633;2026-07-15 10:39:35.889;2026-07-15;36,57361264115074;0,6;0,16218823205335098;0,2665032438669146;0,0;0,0;0,9523809523809526;1,0;2,0
1;7633;7634;2026-07-15 10:40:18.625;2026-07-15;35,417599254361676;0,35;0,09120623342341075;0,4795814472925469;0,0;0,0;1,0;0,0;4,0
-1;7634;7635;2026-07-15 10:41:34.871;2026-07-15;46,338031015668186;1,0;0,06220545090211895;0,32609649143717373;1,0;0,0;1,0;0,0;1,0
1;7635;7636;2026-07-15 10:41:34.901;2026-07-15;12,685458689432007;0,0;0,0;0,10899146515681761;0,0;0,9415714734727478;0,0;0,0;1,0
1;7636;7637;2026-07-15 10:43:26.967;2026-07-15;22,91214242228257;0,0;0,1561484162135807;0,30028106723143516;0,0;0,0;1,0;0,0;2,0
-1;7637;7638;2026-07-15 10:44:17.916;2026-07-15;25,87941727367049;0,35;0,044524450124547886;0,233669828014419;0,7782005555717638;0,0;0,9006211180124223;1,0;5,0
1;7640;7641;2026-07-15 10:44:45.529;2026-07-15;7,6918877822102685;0,0;0,0;0,08052268897144138;0,8275985540938933;0,5276207113067027;0,0;0,0;1,0
1;7641;7642;2026-07-15 10:45:30.732;2026-07-15;32,92314018955588;0,6;0,0;0,2799776888582119;0,011969411324518363;0,0;0,9523809523809526;1,0;8,0
-1;7642;7643;2026-07-15 10:47:04.712;2026-07-15;40,16831411066775;0,35;0,2683446551202452;0,49032325775538743;0,8123007364483343;0,0;1,0;0,0;1,0
1;7644;7645;2026-07-15 10:48:28.551;2026-07-15;20,698010576887263;0,0;0,0;0,35660035256290884;1,0;0,0;1,0;0,0;1,0
-1;7646;7647;2026-07-15 10:49:18.375;2026-07-15;36,526656982437636;0,35;0,23208856694774518;0,3991480936248002;0,16085745711883095;0,0;1,0;0,0;1,0
1;7647;7648;2026-07-15 10:51:11.800;2026-07-15;10,609012313779642;0,0;0,0;0,3536337437926547;0,5280758730186742;0,0;0,0;1,0;3,0
1;7648;7649;2026-07-15 10:51:39.209;2026-07-15;12,500019244390938;0,0;0,014192808401604706;0,13518477414593616;0,3610316168937509;0,026652655827205444;0,7823129251700681;1,0;3,0
-1;7653;7654;2026-07-15 10:54:58.590;2026-07-15;25,80488661786353;0,0;0,1990897163065474;0,3609214570066615;0,0;0,0;1,0;0,0;2,0
1;7654;7655;2026-07-15 10:55:44.851;2026-07-15;35,28864459692938;0,35;0,10818691733789629;0,4611323887827324;0,9342754278182036;0,0;1,0;0,0;5,0
-1;7658;7659;2026-07-15 11:00:21.662;2026-07-15;41,78601545265448;0,6;0,16994184318105013;0,4179156457709409;0,6294278768502234;0,0;1,0;0,0;1,0
1;7660;7661;2026-07-15 11:01:03.157;2026-07-15;37,83247810463979;0,35;0,2299839889654121;0,4444292793501497;1,0;0,0;1,0;0,0;1,0
-1;7662;7663;2026-07-15 11:02:12.392;2026-07-15;34,72985605249217;0,35;0,16151754082364075;0,3980639177300383;0,0;0,0;1,0;0,0;4,0
1;7663;7664;2026-07-15 11:04:12.996;2026-07-15;31,31822852265752;0,35;0,11656023913135365;0,3218074181457892;0,0;0,0;1,0;1,0;2,0
1;7665;7666;2026-07-15 11:11:17.954;2026-07-15;33,684508299884996;0,35;0,1422577870317764;0,3792687874696862;0,8924817500230288;0,0;1,0;1,0;3,0
-1;7669;7670;2026-07-15 11:13:01.790;2026-07-15;8,117237339834851;0,0;0,0;0,1197297689812273;0,6819354214902597;0,45253442703980334;0,0;0,0;1,0
-1;7670;7671;2026-07-15 11:13:53.787;2026-07-15;33,399809667795964;0,6;0,0;0,27999365559319866;0,2466799865301973;0,0;1,0;1,0;3,0
1;7677;7678;2026-07-15 11:21:47.201;2026-07-15;37,46582846679027;0,6;0,026283792896117375;0,3936244548129113;0,0;0,0;1,0;0,0;2,0
-1;7678;7679;2026-07-15 11:23:02.675;2026-07-15;32,96643025603163;0,35;0,10458247317142137;0,3867289475582031;0,4729229164873115;0,0;1,0;1,0;3,0
1;7684;7685;2026-07-15 11:26:18.546;2026-07-15;23,24292492879239;0,0;0,044870848473868775;0,4040384572315223;0,424212186702917;0,0;1,0;1,0;5,0
-1;7687;7688;2026-07-15 11:32:12.559;2026-07-15;29,826520372263932;0,35;0,0796012189172575;0,3028829966444164;0,09858136924114082;0,0;1,0;0,0;2,0
1;7688;7689;2026-07-15 11:32:41.936;2026-07-15;37,0642794238515;0,35;0,2539448494216719;0,3988552729436568;1,0;0,0;1,0;1,0;3,0
-1;7694;7695;2026-07-15 11:38:38.088;2026-07-15;3,2297397465281357;0,0;0,0;0,04416748068360962;0,7540832745108927;0,19047153260198468;0,0;1,0;3,0
-1;7695;7696;2026-07-15 11:40:02.579;2026-07-15;29,834913436852943;0,6;0,0;0,18729199262915147;0,6714389367705463;0,020994247785417416;0,9006211180124223;1,0;3,0
1;7699;7700;2026-07-15 11:42:52.337;2026-07-15;9,765899127481646;0,0;0,0;0,15225438038437142;0,4344410082973703;0,5198267715950504;0,0;0,0;1,0
1;7700;7701;2026-07-15 11:43:35.516;2026-07-15;28,199157406574532;0,35;0,12255116155416997;0,2287189614636919;0,0;0,0;0,9523809523809526;1,0;4,0
-1;7701;7702;2026-07-15 11:46:03.919;2026-07-15;30,99917134884324;0,35;0,18483646320595873;0,2542753256231424;1,0;0,0;1,0;0,0;1,0
1;7702;7703;2026-07-15 11:46:11.463;2026-07-15;13,783882742175559;0,0;0,0;0,16518846135966025;0,64746109949131;0,8828228901385752;0,0;1,0;3,0
1;7703;7704;2026-07-15 11:48:47.173;2026-07-15;31,209244932233297;0,6;0,0;0,22284784694745907;1,0;0,0;0,9523809523809526;1,0;3,0
-1;7708;7709;2026-07-15 11:52:16.655;2026-07-15;5,111014528872534;0,0;0,0;0,07292950079089874;1,0;0,2923129505145572;0,0;0,0;3,0
-1;7709;7710;2026-07-15 11:53:00.864;2026-07-15;29,585253968634742;0,6;0,0;0,1923135104923103;0,2496316127761624;0,037429021230699334;0,8441558441558441;0,0;1,0
1;7711;7712;2026-07-15 11:57:01.738;2026-07-15;31,540589202634177;0,35;0,1130095752841102;0,3321783273510474;1,0;0,0;1,0;1,0;5,0
-1;7714;7715;2026-07-15 11:59:05.397;2026-07-15;22,218677361343204;0,0;0,07218849659767804;0,34713216488004167;0,0;0,0;1,0;0,0;2,0
1;7714;7715;2026-07-15 11:59:05.397;2026-07-15;19,16396494640125;0,35;0,0;0,34713216488004167;0,47026383341891964;0,0;0,0;1,0;3,0
1;7715;7716;2026-07-15 12:00:31.414;2026-07-15;28,856641725296846;0,35;0,0879846049444268;0,2794405692625549;0,24288038073876253;0,0;0,9523809523809526;0,0;5,0
-1;7719;7720;2026-07-15 12:09:53.736;2026-07-15;36,94049939557662;0,6;0,0703710642530522;0,33937409297501064;1,0;0,0;1,0;1,0;3,0
1;7725;7726;2026-07-15 12:17:51.681;2026-07-15;35,2610165708551;0,6;0,009939126992709536;0,3337512798679121;1,0;0,0;1,0;0,0;1,0
-1;7727;7728;2026-07-15 12:20:33.734;2026-07-15;34,45973120120672;0,35;0,160171143502973;0,39018175378774667;0,416482328864328;0,0;1,0;1,0;3,0
1;7731;7732;2026-07-15 12:23:40.433;2026-07-15;8,18856332400529;0,0;0,0;0,13750528038557525;0,7931661848212466;0,4063404912438034;0,0;0,0;1,0
1;7732;7733;2026-07-15 12:25:01.340;2026-07-15;34,19868302823882;0,6;0,0;0,30662276760796076;0,0;0,0;1,0;0,0;2,0
-1;7733;7734;2026-07-15 12:30:37.711;2026-07-15;35,0595567670815;0,35;0,1289556403106331;0,4361888586438559;1,0;0,0;1,0;1,0;3,0
1;7737;7738;2026-07-15 12:42:35.949;2026-07-15;10,49461445760766;0,0;0,0;0,34982048192025533;0,5793915486548962;0,0;0,0;0,0;5,0
1;7738;7739;2026-07-15 12:49:15.702;2026-07-15;15,575458051083885;0,0;0,024583576422439114;0,21729823501645792;0,2103120180363595;3,631484707275059e-05;0,8441558441558441;0,0;1,0
-1;7739;7740;2026-07-15 12:53:28.516;2026-07-15;13,583854205096452;0,35;0,0;0,15603782592306092;0,507718985847249;0,015271942740462535;0,0;0,0;1,0
-1;7740;7741;2026-07-15 12:57:12.625;2026-07-15;30,575083679690806;0,35;0,08355883962613173;0,3245370896345838;0,0;0,0;1,0;1,0;2,0
1;7741;7742;2026-07-15 13:00:09.297;2026-07-15;34,39819662644161;0,35;0,12260242255231157;0,41943786875446065;0,0;0,0;1,0;0,0;4,0
1;7744;7745;2026-07-15 13:12:46.480;2026-07-15;25,030623895614088;0,0;0,13701522442729305;0,3868414428310588;0,0;0,0;1,0;0,0;2,0
-1;7745;7746;2026-07-15 13:14:46.507;2026-07-15;34,70718597325128;0,35;0,06346515737709102;0,4790185679608001;1,0;0,0;1,0;0,0;7,0
1;7749;7750;2026-07-15 13:30:04.903;2026-07-15;37,8200977222284;0,6;0,0;0,4273365907409466;0,0;0,0;1,0;1,0;2,0
-1;7750;7751;2026-07-15 13:35:15.622;2026-07-15;28,995819520429748;0,35;0,18938332627028664;0,21683417278494527;0,0;0,0;0,9006211180124223;0,0;2,0
-1;7755;7756;2026-07-15 13:46:49.337;2026-07-15;10,373940196145917;0,0;0,0;0,19408522639386444;0,49117041347147006;0,4551383404329981;0,0;1,0;3,0
-1;7756;7757;2026-07-15 13:46:53.074;2026-07-15;35,63570540488281;0,6;0,10502649491445301;0,3353421722690285;0,36057164871856107;0,012664861224995144;0,7823129251700681;1,0;3,0
1;7764;7765;2026-07-15 13:58:24.481;2026-07-15;3,74477708350339;0,0;0,0;0,09790587451480333;0,8775468751449989;0,08076008480592901;0,0;1,0;3,0
1;7765;7766;2026-07-15 13:59:52.166;2026-07-15;31,588656512696424;0,6;0,0;0,2527481777524066;0,5813752609903411;0,0;0,9006211180124223;1,0;3,0
-1;7770;7771;2026-07-15 14:08:40.233;2026-07-15;15,033374534078126;0,35;0,0;0,16996155451223244;0,6733847779955455;0,11845278987111511;0,0;1,0;3,0
-1;7771;7772;2026-07-15 14:11:17.511;2026-07-15;23,39819829722882;0,35;0,05367835625457997;0,17564158902688348;0,3881267168966272;0,021386246835713323;0,7823129251700681;0,0;3,0
1;7774;7775;2026-07-15 14:19:45.655;2026-07-15;33,75;0,35;0,0;0,5;0,18765224081741694;0,0;1,0;1,0;3,0
-1;7780;7781;2026-07-15 14:30:05.897;2026-07-15;13,821475763568813;0,0;0,0;0,19328105745586266;0,575972091066864;0,8023044039892933;0,0;0,0;1,0
-1;7781;7782;2026-07-15 14:30:46.413;2026-07-15;24,418562459112078;0,0;0,04088556844316553;0,44654744160109794;0,021609902607542367;0,0;1,0;0,0;2,0
1;7782;7783;2026-07-15 14:33:14.134;2026-07-15;27,486537906460175;0,35;0,2156693768986892;0,18405580774307545;0,44912366306273876;0,0;0,7823129251700681;1,0;3,0
-1;7789;7790;2026-07-15 14:51:23.179;2026-07-15;24,994293314913627;0,0;0,025848392789761254;0,47826944983898656;0,05084547363198628;0,0;1,0;0,0;3,0
1;7791;7792;2026-07-15 15:01:48.638;2026-07-15;18,45947214578037;0,35;0,0;0,1536670870980618;0,6726710584912862;0,5099459532838516;0,0;1,0;3,0
1;7792;7793;2026-07-15 15:04:11.674;2026-07-15;26,694365908145983;0,35;0,03461564453615542;0,2690921204872625;0,47706187154014384;0,0;0,9006211180124223;1,0;7,0
-1;7795;7796;2026-07-15 15:13:02.913;2026-07-15;7,183044774650018;0,0;0,0;0,11938524252445559;0,6579674281565213;0,3601487498916349;0,0;0,0;3,0
-1;7796;7797;2026-07-15 15:15:36.807;2026-07-15;29,581835751861508;0,6;0,0;0,22529021667202756;0,12098542477699532;0,0;0,7823129251700681;0,0;1,0
1;7797;7798;2026-07-15 15:23:55.729;2026-07-15;23,70530340099961;0,35;0,0;0,49851011336665374;0,7356005429250281;0,0;0,0;1,0;3,0
1;7798;7799;2026-07-15 15:28:36.022;2026-07-15;30,445944808312817;0,35;0,04945495943292515;0,3486523607496563;0,9408019953547386;0,0;1,0;0,0;3,0
-1;7801;7802;2026-07-15 15:35:35.298;2026-07-15;25,0;0,0;0,0;0,5;0,6127075725441566;0,0;1,0;0,0;3,0
1;7803;7804;2026-07-15 15:51:23.405;2026-07-15;18,72662940779138;0,35;0,0;0,3325543135930459;0,29993645714524425;0,0;0,0;1,0;3,0
1;7804;7805;2026-07-15 16:02:16.153;2026-07-15;29,631132986488943;0,35;0,1258444754177354;0,29096033069737776;0,16094592484007827;0,0;0,9006211180124223;0,0;5,0
-1;7808;7809;2026-07-15 16:25:06.513;2026-07-15;21,574717771341263;0,0;0,0;0,3858239257113754;0,20311159735032266;0,0;1,0;1,0;3,0
1;7812;7813;2026-07-15 16:32:44.806;2026-07-15;6,984928722434344;0,0;0,0;0,16991831730572804;0,6575174673625834;0,18873792032625034;0,0;0,0;1,0
1;7813;7814;2026-07-15 16:33:50.954;2026-07-15;37,07956993139883;0,6;0,09005946433684339;0,36072907142845073;0,0;0,0;0,9006211180124223;1,0;4,0
-1;7814;7815;2026-07-15 16:42:05.385;2026-07-15;22,736446686408414;0,35;0,011531062293617621;0,19573218349440594;0,0728920733291641;0,00030753725351166867;0,7823129251700681;0,0;1,0
1;7816;7817;2026-07-15 17:01:18.683;2026-07-15;26,946292767555974;0,0;0,20397306602914492;0,3948988705609117;0,8548218700085153;0,0;1,0;0,0;3,0
-1;7819;7820;2026-07-15 17:09:55.248;2026-07-15;43,11519011115112;0,6;0,0;0,6038396703717039;0,5068859219375099;0,0;1,0;0,0;7,0
1;7823;7824;2026-07-15 17:34:17.748;2026-07-15;48,3676157895615;1,0;0,042701966003710325;0,41000222131562447;0,0;0,0;1,0;1,0;2,0
-1;7824;7825;2026-07-15 17:55:25.388;2026-07-15;24,81994673407886;0,35;0,0;0,23545785179848794;0,0;0,0;0,9006211180124223;0,0;2,0
-1;7828;7829;2026-07-15 18:13:41.976;2026-07-15;3,6123040869306506;0,0;0,0;0,10803028670115418;0,49626135316755715;0,0371395485896025;0,0;0,0;3,0
-1;7829;7830;2026-07-15 18:17:56.810;2026-07-15;17,87656241067785;0,0;0,008213946101162084;0,27158014114464246;0,760139961483764;0,0;0,9523809523809526;0,0;1,0
1;7830;7831;2026-07-15 18:18:44.667;2026-07-15;17,94968165861121;0,35;0,0;0,14749681392863884;0,4867923156739067;0,4774777240752045;0,0;0,0;3,0
1;7831;7832;2026-07-15 18:31:23.789;2026-07-15;30,762523320177817;0,35;0,1216937434315444;0,2990059911463068;0,0;0,0;1,0;0,0;2,0
-1;7832;7833;2026-07-15 18:31:23.789;2026-07-15;30,16908022336903;0,35;0,15778442552946764;0,2650220020440937;-0,0;0,0;0,9523809523809526;1,0;1,0
1;7834;7835;2026-07-16 09:02:34.005;2026-07-16;30,08388980876417;0,0;0,28642438957176275;0,4307760023156701;0,0;0,0;1,0;1,0;2,0
-1;7839;7840;2026-07-16 09:02:35.019;2026-07-16;13,990159546231641;0,35;0,20960638184926567;0,0;0,0;0,0;0,0;0,0;2,0
1;7840;7841;2026-07-16 09:02:35.852;2026-07-16;18,72534240751105;0,35;0,06639903196142902;0,0862319579180688;0,476548231620506;0,017285231537770673;0,5555555555555555;1,0;3,0
-1;7844;7845;2026-07-16 09:02:37.631;2026-07-16;5,206697472372022;0,0;0,0;0,0;0,6612216196577361;0,5206697472372022;0,0;0,0;1,0
1;7845;7846;2026-07-16 09:02:38.041;2026-07-16;17,779721724382526;0,35;0,0;0,3009907241460842;1,0;0,0;0,0;0,0;1,0
-1;7845;7846;2026-07-16 09:02:38.041;2026-07-16;33,55353124819205;0,6;0,0;0,3009907241460842;0,0;0,0;0,9523809523809526;0,0;4,0
1;7846;7847;2026-07-16 09:02:38.146;2026-07-16;22,80058134510872;0,35;0,0;0,1974095735825128;0,0;0,03051648859326567;0,7823129251700681;1,0;2,0
-1;7847;7848;2026-07-16 09:02:38.998;2026-07-16;44,779414225240586;1,0;0,0;0,32598047417468634;0,0;0,0;1,0;0,0;2,0
1;7848;7849;2026-07-16 09:02:40.047;2026-07-16;34,22470734464383;0,6;0,15044393483403537;0,23406835107448346;0,4186465770165577;0,0;0,8441558441558441;1,0;3,0
-1;7854;7855;2026-07-16 09:02:41.741;2026-07-16;4,766746182605135;0,0;0,0;0,06508584287477509;0,0;0,2814170896361882;0,0;0,0;7,0
-1;7855;7856;2026-07-16 09:02:41.789;2026-07-16;20,19518171668484;0,0;0,1472143098915323;0,26910885092793635;1,0;0,0;0,8441558441558441;0,0;1,0
1;7856;7857;2026-07-16 09:02:41.796;2026-07-16;15,86965045442387;0,35;0,0;0,0;0,9312939511815823;0,7119650454423868;0,0;0,0;1,0
1;7857;7858;2026-07-16 09:02:41.909;2026-07-16;28,251917367684374;0,35;0,0;0,3326035947958282;0,0;0,0;0,9523809523809526;1,0;4,0
-1;7858;7859;2026-07-16 09:02:42.215;2026-07-16;34,63286006607848;0,35;0,04645788785989715;0,49071376231936825;0,014467175316198823;0,0;1,0;0,0;1,0
1;7859;7860;2026-07-16 09:02:42.365;2026-07-16;25,0;1,0;0,0;0,0;0,31075446888601105;0,0;0,0;1,0;5,0
1;7860;7861;2026-07-16 09:02:42.903;2026-07-16;22,7787877395627;0,0;0,2554484771603438;0,2650339122998554;0,0;0,0;0,8441558441558441;1,0;5,0
-1;7862;7863;2026-07-16 09:02:43.967;2026-07-16;11,59301632072498;0,0;0,0;0,3864338773574994;0,8642963777632682;0,0;0,0;0,0;1,0
-1;7863;7864;2026-07-16 09:02:44.978;2026-07-16;40,80642188621506;1,0;0,0;0,2454954481552207;0,12470231173787127;0,0;0,8441558441558441;0,0;2,0
-1;7868;7869;2026-07-16 09:02:54.885;2026-07-16;26,29779003012223;0,0;0,051911601204889156;0,5;1,0;0,0;1,0;1,0;1,0
1;7870;7871;2026-07-16 09:02:54.890;2026-07-16;48,95764473675088;0,35;0,9022282312758421;0,2881909258243534;0,0;0,0;0,9006211180124223;1,0;2,0
-1;7874;7875;2026-07-16 09:02:54.906;2026-07-16;10,638684993734378;0,35;0,0;0,0;0,0;0,18886849937343772;0,0;1,0;7,0
1;7875;7876;2026-07-16 09:02:54.908;2026-07-16;6,738068889994025;0,0;0,0;0,0;0,0;0,6738068889994026;0,0;0,0;6,0
-1;7876;7877;2026-07-16 09:02:54.914;2026-07-16;28,628243093782352;0,35;0,0;0,34514778566576093;1,0;0,0;0,9523809523809526;0,0;1,0
1;7877;7878;2026-07-16 09:02:54.915;2026-07-16;6,570991110299371;0,0;0,0;0,0;1,0;0,6570991110299371;0,0;0,0;3,0
1;7878;7879;2026-07-16 09:02:54.916;2026-07-16;19,98876853453524;0,0;0,0;0,3488319670241904;0,0;0,0;0,9523809523809526;0,0;3,0
-1;7879;7880;2026-07-16 09:02:54.916;2026-07-16;49,42159202788852;1,0;0,1265661160954729;0,3752479708500565;0,0;0,0;1,0;1,0;1,0
1;7883;7884;2026-07-16 09:03:01.463;2026-07-16;11,636723059841888;0,0;0,0;0,38789076866139627;0,4422792305153723;0,0;0,0;1,0;3,0
1;7884;7885;2026-07-16 09:03:03.347;2026-07-16;22,804025934467106;0,0;0,11817493706136055;0,34419476613745215;0,3104068915953407;0,0;0,9523809523809526;1,0;9,0
-1;7888;7889;2026-07-16 09:03:14.539;2026-07-16;51,78672385232695;1,0;0,17316180778303886;0,4152559552583659;0,9602205979088559;0,0;1,0;0,0;1,0
1;7889;7890;2026-07-16 09:03:15.038;2026-07-16;16,545581794116465;0,35;0,0;0,04946017317191829;0,3622504433842438;0,6311776598958918;0,0;1,0;7,0
1;7890;7891;2026-07-16 09:03:22.198;2026-07-16;32,638087612201595;0,35;0,17177650181901094;0,3356621847638932;0,6509679250108661;0,0;0,9523809523809526;0,0;1,0
-1;7891;7892;2026-07-16 09:03:23.513;2026-07-16;5,873270131341121;0,0;0,0;0,0;0,7889960124777725;0,5873270131341121;0,0;0,0;1,0
-1;7892;7893;2026-07-16 09:03:26.083;2026-07-16;23,514792189892837;0,35;0,0;0,23138876460640517;0,0;0,0;0,7823129251700681;0,0;4,0
