regra,n_tr,n_te,lok_tr,lok_te,ic_te,lcont_tr,lcont_te,ok_te,R_te
acel>2 & relqtd>2,2795,1725,-0.014086190766061144,-0.014915555459875924,0.02285520351177458,-0.003788501038155269,-0.013681582735891715,0.5837681159420289,
acel>2 & tend5>0,2203,1363,-0.029184185338942976,-0.006466477751213027,0.025807615044731416,-0.014207327892034776,-0.004348533126507507,0.5627292736610419,
acel>2 & tend5forte,1377,882,-0.04197975159602269,-0.023473938393533445,0.03238186551293444,-0.01138448163951,-0.018532703308880752,0.5317460317460317,
acel>2 & contra_tend5,218,136,0.020895457566160958,0.014835939258886946,0.08120008312769934,-0.0016797925160923753,0.038222009418968576,0.6397058823529411,
acel>2 & viradas5>=3,646,406,0.016415108283362963,-0.012571012328855241,0.04682763481911704,0.006620189808845232,-0.02550664727980252,0.6157635467980296,
acel>2 & viradas5<=1,1703,1086,-0.04327814936951981,-0.011840843929497285,0.02925812175610055,-0.023943613314899397,-0.002983054090120084,0.5561694290976059,
acel>2 & manha,2596,1481,-0.014706297301373216,-0.006368041662444958,0.024759974104830267,-0.0046235381143388266,-0.005564263401608067,0.5854152599594868,
acel>2 & tarde,489,413,-0.03688411244971699,-0.017145415193417158,0.04664059093679864,-0.021166203972487346,-0.0259679962904761,0.5738498789346247,
acel>2 & cdelta_fav,2108,1328,-0.025121301677342084,-0.010219982662443824,0.026129873400957265,-0.008465822153206102,-0.00963704425194309,0.5594879518072289,
acel>2 & cdelta_ctr,1396,868,-0.011548709664846366,0.0028839529232355505,0.032244199173590074,-0.007355868355887111,-0.0012862420581299032,0.6232718894009217,
acel<0.5 & relqtd<0.5,2299,1402,-0.0028597736171738176,-0.00803963773854185,0.02555983859592951,-0.0009895024346339742,-0.009912235586097091,0.4529243937232525,
acel<0.5 & tend5>0,2373,1462,-0.011145381951897137,-0.007722979267123712,0.02510329259578059,-0.012638768419923476,0.0013669519262198644,0.44459644322845415,
acel<0.5 & tend5forte,1496,937,-0.021186297861863147,0.00047276525143876585,0.03138029523252759,-0.02010646163754019,0.0192268953582887,0.44610458911419426,
acel<0.5 & viradas5>=3,603,366,-0.015667981378764854,-0.02114686948641326,0.050015345737350086,-0.026331353848771468,-0.02210508743217872,0.4918032786885246,
acel<0.5 & viradas5<=1,1511,947,-0.004834587829925983,0.013574977886241657,0.031160652064438292,0.00118041631388601,0.007593040048937739,0.4582893347412883,
acel<0.5 & manha,2303,1264,-0.0012950682156509697,0.003059625440753479,0.026956131051163533,-0.012341141341820482,-0.00012346169456484358,0.47151898734177217,
acel<0.5 & tarde,452,405,-0.05569562658462881,-0.038949291581086044,0.04692616585167814,-0.006355910337239477,-0.033245664291063334,0.4222222222222222,
acel<0.5 & cdelta_fav,2283,1434,-0.013703358666025315,-0.01112705572018353,0.025264664127087645,-0.006585060380971785,-0.0053813113990861415,0.4407252440725244,
acel<0.5 & cdelta_ctr,869,522,0.004115761148228472,0.03840077616277711,0.04183964458338983,-0.004521376989408471,0.028233465420944636,0.5402298850574713,
relqtd>2 & tend5>0,2020,1208,-0.018991010583539802,-0.004780694969645999,0.027343393947794968,-0.004093031835781396,-0.003637022710087464,0.5695364238410596,
relqtd>2 & tend5forte,1265,783,-0.025695990306456435,-0.020460541866697813,0.03433938652097271,-0.003539461248222923,-0.020785782285149466,0.5389527458492975,
relqtd>2 & contra_tend5,200,118,0.03964459072623423,0.0048352689096148056,0.08731049913377947,0.020134755858436434,0.021996380299017133,0.635593220338983,
relqtd>2 & viradas5>=3,571,349,0.015111909099153012,-0.002931430281372041,0.049895228267567426,0.010367660182885525,-0.017601767804811746,0.6361031518624641,
relqtd>2 & viradas5<=1,1513,967,-0.03477174615182967,-0.018666340611799108,0.031037543665810092,-0.015739936337109347,-0.013003649328344961,0.5563598759048604,
relqtd>2 & manha,2352,1321,-0.006578893992506436,-0.002243260863532195,0.026248954815096252,0.007672698004858256,-0.013004823365036893,0.5942467827403483,
relqtd>2 & tarde,407,350,-0.038847949139382,-0.026575100460266746,0.049921610867286595,-0.04131067612646004,-0.012794470437044337,0.5771428571428572,
relqtd>2 & cdelta_fav,1920,1175,-0.011051187651403217,-0.009039101643855076,0.027682513068645116,0.0029368384705965797,-0.009926162948404055,0.5668085106382978,
relqtd>2 & cdelta_ctr,1192,746,-0.015106021279042078,-0.0004642543261052567,0.03470709541508261,-0.005650493535388477,-0.006919249991860657,0.628686327077748,
relqtd<0.5 & tend5>0,1775,1053,-0.015087869108479807,-0.019570132068660304,0.029574437335198517,-0.010721517311361766,-0.006478035873851399,0.4358974358974359,
relqtd<0.5 & tend5forte,1071,660,-0.023455197825761217,-0.018213938456067627,0.03735729203063179,-0.01778236434771658,0.0006215274428374948,0.4318181818181818,
relqtd<0.5 & viradas5>=3,514,293,-0.011651027893568448,-0.011205584476254719,0.05659974418602024,-0.022669521674329927,-0.016612005761731937,0.49829351535836175,
relqtd<0.5 & viradas5<=1,1133,696,-0.007285294186828729,-0.0011668739240008738,0.03622692509889202,0.003210493880668104,0.0010659547737887258,0.4410919540229885,
relqtd<0.5 & manha,1769,944,0.0027083172104260893,-0.007169262529213569,0.031189099844466647,-0.011380432951794873,-0.005415177768053354,0.4629237288135593,
relqtd<0.5 & tarde,391,328,-0.06405081762959454,-0.0634671986118705,0.052329725949998546,-0.0024097443710137654,-0.0655898596423327,0.39634146341463417,
relqtd<0.5 & cdelta_fav,1719,1047,-0.016705427420663364,-0.022056153330535365,0.029544157841029078,-0.0037518929870928386,-0.012128860823513764,0.4326647564469914,
relqtd<0.5 & cdelta_ctr,771,441,0.015390305456726776,0.022895345571469806,0.04592247831902382,-0.004301128009013706,0.00805573921600183,0.5147392290249433,
tend5>0 & tend5forte,4385,2739,-0.020034503671818537,-0.004504073134028874,0.018374595811806872,-0.0075454174308093175,-0.0025931535930783056,0.5001825483753195,
tend5>0 & viradas5>=3,1345,818,0.002368368259905923,-0.013790545052569209,0.033097678436389284,-0.007826938234526213,-0.013137260991892954,0.5452322738386308,
tend5>0 & viradas5<=1,3399,2108,-0.02476904797962778,0.00591510620016664,0.02103527699135462,-0.013217296851376126,0.0015891132517217976,0.49478178368121445,
tend5>0 & manha,5286,2860,-0.008143867858572223,-0.0034792173612426254,0.017920017200297893,-0.0049874781531738235,-0.0064504140654575316,0.5153846153846153,
tend5>0 & tarde,903,838,-0.048408143071193045,-0.015177110093381558,0.03292643282830637,-0.03173490901869855,-0.013592884243093075,0.49403341288782815,
tend5>0 & cdelta_fav,6473,3974,-0.012897034800986095,-0.005673174240370625,0.015185365730283408,-0.005078481187794092,-0.007886209309916535,0.5070457976849522,
tend5>0 & cdelta_ctr,552,325,-0.03656711187630641,0.044795154414855494,0.053385271203868816,-0.04925567904409315,0.05274884983385824,0.5907692307692308,
tend5forte & viradas5>=3,429,279,0.0012979084992815462,-0.03191552263050101,0.05748254698918758,0.013239273447216345,-0.03237689544034695,0.5053763440860215,
tend5forte & viradas5<=1,2686,1683,-0.02617720277360774,0.012044629910651803,0.023557881711713857,-0.013993179375806129,0.003290574356005298,0.5014854426619133,
tend5forte & manha,3303,1807,-0.009076294766839388,-0.008509642029610371,0.022654352572913976,-0.0014021689783780932,-0.009553054374428242,0.5008301051466519,
tend5forte & tarde,541,526,-0.07373154895017753,-0.019534049675520134,0.041739340714541745,-0.03777603629878702,-0.014801220399497399,0.47718631178707227,
tend5forte & cdelta_fav,4369,2722,-0.020223564879218215,-0.004167261395730473,0.018410893531155683,-0.007559731045880514,-0.0027012244738513335,0.5,
contra_tend5 & manha,283,154,0.039534105863017324,0.042951633461719305,0.07492837485901437,0.020016446906646158,0.06987161205688369,0.6623376623376623,
contra_tend5 & cdelta_ctr,366,218,0.033325721512997064,0.023228017883251798,0.06345716610450516,0.014834429059379192,0.05337797469172358,0.6422018348623854,
viradas5>=3 & manha,1517,862,0.00599937124218909,-0.021259507527775844,0.03235940129067293,-0.011520448954358336,-0.025956125445533832,0.5614849187935035,
viradas5>=3 & tarde,263,227,-0.043737892311812326,0.016732062631950945,0.061970374068954795,-0.020210579150663852,0.019630210747581183,0.5903083700440529,
viradas5>=3 & cdelta_fav,1239,769,0.0021528168378129706,-0.012116543485450628,0.034146780983064,-0.002839831483795508,-0.0180497922381906,0.5487646293888166,
viradas5>=3 & cdelta_ctr,755,455,-0.007871490712059295,-0.011293351900738186,0.044504550638995964,-0.011559551548628236,0.0042594321529393665,0.6021978021978022,
viradas5<=1 & manha,3583,2009,-0.017898689856754826,0.012964430110986452,0.021526520173862147,-0.008293190261413487,0.0051549362385098964,0.5266301642608263,
viradas5<=1 & tarde,649,558,-0.027105059029250752,-0.035525139082610846,0.04053958506117076,-0.01196500514910356,-0.03188483917683077,0.46953405017921146,
viradas5<=1 & cdelta_fav,3375,2110,-0.023534126439480513,5.859529856443304e-05,0.020991787792172215,-0.009007026078392204,-0.0005066869405795808,0.4890995260663507,
viradas5<=1 & cdelta_ctr,1450,905,-0.015771835316916113,0.011242681300771032,0.03198700381757152,-0.01169658569418789,-0.0016475744642970263,0.5723756906077349,
manha & cdelta_fav,5008,2751,-0.0025863869288823256,-0.003586871184009479,0.018219880254296272,0.0008112981333446061,-0.008150359397014207,0.5154489276626681,
manha & cdelta_ctr,2619,1429,-0.01715281011997056,0.004580209627709506,0.025390897492284882,-0.01184524133323037,0.0005454265250940304,0.5836249125262422,
tarde & cdelta_fav,920,835,-0.05408001721216334,-0.024420319393984855,0.032951783950929917,-0.025393252812518873,-0.01723798571197749,0.48502994011976047,
tarde & cdelta_ctr,421,358,0.029612197204753346,-0.0049775925765076475,0.0500235210666046,0.015868517964137355,-0.0190428328559466,0.5726256983240223,
