i;data;lado;hora;preco_fecha;preco_meio;atr;incl_hma;curva;concava;incl_ema;folga_banda;dist_hma_ema;barras_colada;estic;n_ret;ret_pts;ret_atr;rng;pav_fav;pav_con;pav_fav_r;pav_con_r;corpo_r;rng_ret;pav_ret_con_r;aceito;i_ent;preco_ent;dur_s;i_sai;preco_sai;pts;mfe;mae;barras;motivo;parcial;data_sai;pav_tot;exaustao;ret_ok;geom_ok;e_prata;e_ouro;nivel;terco
2768;2026-08-19 16:26:44.437;-1;16,433333333333334;170735,0;170685,0;154,07516296848226;0,07457806176304946;-0,011260548929928435;False;0,3870695788348291;1,8094984558087814;0,1905015441912137;6;0,4459476280806631;3;390,0;2,531232110913157;190,0;10,0;80,0;0,05263157894736842;0,42105263157894735;0,5263157894736842;170,0;0,3235294117647059;True;2769;170785,0;391,881;2770;170885,0;-100,0;0,0;-160,0;2,0;stop;False;2026-08-19 16:54:09.829;90,0;False;True;True;True;True;ouro;T2
2815;2026-08-20 09:01:27.734;1;9,016666666666667;170050,0;170100,0;152,5328470086097;0,12586294372599305;0,013658048437310118;True;0,06232534634922497;3,240190110423616;-1,2401901104236164;0;0,12689329479158115;2;250,0;1,6389912396107624;150,0;0,0;50,0;0,0;0,3333333333333333;0,6666666666666666;165,0;0,3333333333333333;True;2816;170000,0;54,271;2823;169900,0;0,0;170,0;-160,0;8,0;stop_zero;True;2026-08-20 09:02:27.651;50,0;False;True;True;True;True;ouro;T2
2865;2026-08-20 09:31:05.106;1;9,516666666666667;169650,0;169700,0;156,56178398712984;0,0656369217863903;-0,010949579589091207;False;-0,01986209248367254;2,198045870982817;-0,19804587098285895;1;-0,00836601200231948;2;320,0;2,0439215231879677;140,0;0,0;40,0;0,0;0,2857142857142857;0,7142857142857143;130,0;0,07692307692307693;True;2866;169600,0;12,995;2867;169500,0;-100,0;45,0;-170,0;2,0;stop;False;2026-08-20 09:31:19.050;40,0;False;True;True;True;True;ouro;T2
2924;2026-08-20 10:21:08.098;-1;10,35;169950,0;169900,0;131,30424440095786;0,12099123245964212;-0,00788010169904129;False;0,18734148520409355;2,1549634542285894;-0,15496345422851868;2;0,3356770802980108;2;210,0;1,599339008103443;130,0;5,0;25,0;0,038461538461538464;0,19230769230769232;0,7692307692307693;130,0;0,23076923076923078;True;2925;170000,0;32,889;2926;170100,0;-100,0;0,0;-155,0;2,0;stop;False;2026-08-20 10:22:03.656;30,0;False;True;True;True;True;ouro;T2
3275;2026-08-21 10:11:08.366;-1;10,183333333333334;171650,0;171600,0;141,07966840564805;0,15362792844730208;-0,03013665928453718;False;0,15932688907748369;2,131955592115553;-0,13195559211545504;1;0,055587532767774304;4;460,0;3,2605690472517734;170,0;0,0;70,0;0,0;0,4117647058823529;0,5882352941176471;120,0;0,041666666666666664;True;3276;171700,0;224,062;3277;171800,0;-100,0;0,0;-175,0;2,0;stop;False;2026-08-21 10:15:25.000;70,0;False;True;True;True;True;ouro;T2
3293;2026-08-21 10:25:56.082;1;10,416666666666666;171650,0;171700,0;155,81178103268505;0,07300561352840257;-0,004331216501934214;False;0,15136175928386816;2,3619320008514277;-0,36193200085148874;0;0,061960230782510735;3;370,0;2,3746599746676673;155,0;5,0;50,0;0,03225806451612903;0,3225806451612903;0,6451612903225806;185,0;0,32432432432432434;True;3294;171600,0;152,833;3298;171900,0;200,0;355,0;-80,0;5,0;alvo;True;2026-08-21 10:29:35.529;55,0;False;True;True;True;True;ouro;T2
3349;2026-08-21 10:47:58.003;-1;10,783333333333333;173050,0;173000,0;163,32102362459406;0,25504342897675597;-0,006140061446038704;False;0,23265989267770237;3,3151566683324116;-1,3151566683324112;0;0,404258432760571;2;300,0;1,8368731308565214;165,0;0,0;65,0;0,0;0,3939393939393939;0,6060606060606061;165,0;0,3333333333333333;True;3350;173100,0;17,926;3351;173200,0;-100,0;0,0;-150,0;2,0;stop;False;2026-08-21 10:48:55.735;65,0;False;True;True;True;True;ouro;T2
3352;2026-08-21 10:49:35.151;-1;10,816666666666666;173150,0;173100,0;157,04434532276036;0,1687222524243137;-0,01889296275469833;False;-0,0818163589154253;2,670449446608414;-0,6704494466083735;0;-0,10991980115324122;2;205,0;1,305363778483589;155,0;5,0;50,0;0,03225806451612903;0,3225806451612903;0,6451612903225806;145,0;0,3103448275862069;True;3353;173200,0;114,74;3358;173300,0;0,0;260,0;-160,0;6,0;stop_zero;True;2026-08-21 10:51:57.886;55,0;False;True;True;True;True;ouro;T2
3584;2026-08-24 09:02:12.914;-1;9,033333333333333;173080,0;173030,0;162,97857848700997;0,04534524648840462;-0,0001840336084104627;False;0,3401092425515526;2,111900310602288;-0,1119003106023649;7;0,3793015193543884;3;380,0;2,3315947624999533;145,0;10,0;35,0;0,06896551724137931;0,2413793103448276;0,6896551724137931;185,0;0,40540540540540543;True;3585;173130,0;26,696;3590;173230,0;0,0;120,0;-145,0;6,0;stop_zero;True;2026-08-24 09:02:41.712;45,0;False;True;True;True;True;ouro;T2
3671;2026-08-24 10:13:13.750;1;10,216666666666667;172380,0;172430,0;140,1016071073367;0,00749909769488788;-0,005016828686903938;False;-0,0895554049878253;2,156249073725309;-0,15624907372527463;2;-0,11968251367887257;2;265,0;1,8914843696045138;165,0;5,0;60,0;0,030303030303030304;0,36363636363636365;0,6060606060606061;135,0;0,2222222222222222;True;3672;172330,0;5,815;3673;172230,0;-100,0;0,0;-150,0;2,0;stop;False;2026-08-24 10:14:19.759;65,0;False;True;True;True;True;ouro;T2
