target,feature_set,n_features,n_lags,depth,learning_rate,l2_leaf_reg,oof_auc,oof_pr_auc,base_rate,auc_fold_mean,auc_fold_std,auc_fold_min,folds_above_05,n_folds,stability_score
p3c2,STRUCT+VOL,28,5,6,0.1,10.0,0.505651345523829,0.4865810407780809,0.47609427609427607,0.506873883478683,0.04534599266605694,0.45394736842105265,3,6,0.4842008871456545
p3c2,STRUCT+AGG,41,5,6,0.02,10.0,0.49803652785403396,0.4687605356161755,0.47609427609427607,0.5070308919539709,0.04628439921713491,0.4646855010660981,3,6,0.48388869234540344
p3c2,BASE,42,5,5,0.1,3.0,0.5010962719481644,0.49053427036022523,0.47609427609427607,0.4978639144349483,0.030114174789340937,0.4637486573576799,3,6,0.48280682704027783
p3c2,STRUCT+AGG,41,5,6,0.1,3.0,0.49662664577144455,0.4704398467271068,0.47609427609427607,0.504423600778471,0.044256280582871316,0.4635527718550107,2,6,0.48229546048703537
p3c2,STRUCT+VOL,28,5,3,0.05,3.0,0.50153169007683,0.48369984373333397,0.47609427609427607,0.5006550307721732,0.037885555051983204,0.4562000238691968,2,6,0.4817122532461816
p3c2,STRUCT+AGG,41,5,3,0.02,10.0,0.5067276191445806,0.4751332603485815,0.47609427609427607,0.4982286856142332,0.033758229071547366,0.43431410504581236,4,6,0.48134957107845955
p3c2,EXTENDED,97,5,3,0.02,3.0,0.49142253556975235,0.46444503073401366,0.47609427609427607,0.4977777465337878,0.03343381502528826,0.4626180836707152,2,6,0.48106083902114366
p3c2,STRUCT+VOL,28,5,5,0.02,10.0,0.4996073055708068,0.4809290707793495,0.47609427609427607,0.505183508754428,0.04837110158858591,0.43670715249662617,3,6,0.480997957960135
p3c2,EXTENDED,97,5,3,0.1,10.0,0.4976011097253684,0.4779195955216108,0.47609427609427607,0.4996515486238309,0.037635383941543754,0.4574233202052751,3,6,0.480833856653059
p3c2,EXTENDED,97,5,3,0.05,10.0,0.49677027012286246,0.46837468702863505,0.47609427609427607,0.501649065999068,0.041925123903207205,0.4648019099238611,2,6,0.4806865040474644
p3c2,STRUCT+AGG,41,5,4,0.1,3.0,0.49169251298982264,0.46906570734108766,0.47609427609427607,0.4910032192328231,0.02226703422355667,0.4556629669411625,2,6,0.47986970212104474
p3c2,BASE,42,5,6,0.1,10.0,0.5025225162986369,0.47876530713973825,0.47609427609427607,0.49767058701976336,0.036383196288241784,0.4642857142857143,2,6,0.47947898887564244
p3c2,STRUCT+VOL,28,5,6,0.02,3.0,0.4985601204262916,0.48490332945054127,0.47609427609427607,0.4989139528012791,0.03971370805793948,0.45960138441341447,3,6,0.47905709877230934
p3c2,EXTENDED,97,5,3,0.1,3.0,0.4914998018347556,0.46476056170630187,0.47609427609427607,0.4988711129429734,0.04011993587852952,0.4595118749254088,3,6,0.4788111450037087
p3c2,STRUCT+AGG,41,5,3,0.1,10.0,0.5056177119731804,0.4740185117500341,0.47609427609427607,0.4984148716735297,0.03937179210125225,0.43431410504581236,3,6,0.47872897562290356
p3c2,STRUCT+VOL,28,5,3,0.1,3.0,0.49917552350167077,0.4824709546674545,0.47609427609427607,0.49682175828580183,0.036745627376187286,0.44957632175677287,3,6,0.4784489445977082
p3c2,STRUCT+VOL,28,5,4,0.02,10.0,0.49526403246273953,0.47148104787017586,0.47609427609427607,0.49743066530037083,0.0385952574144877,0.4498746867167919,4,6,0.478133036593127
p3c2,EXTENDED,97,5,5,0.05,3.0,0.5047050610312592,0.48337984715826765,0.47609427609427607,0.5012837095391188,0.04668675291737009,0.43847714524406256,3,6,0.47794033308043377
p3c2,EXTENDED,97,5,4,0.02,10.0,0.5102900484686735,0.488658199273106,0.47609427609427607,0.5013426792910701,0.04795743239379379,0.44312536528345997,2,6,0.4773639630941732
p3c2,STRUCT+VOL,28,5,3,0.1,10.0,0.4957776258712908,0.4803766798671066,0.47609427609427607,0.49888469741728175,0.043534266649462174,0.4435222672064777,2,6,0.4771175640925507
p3c2,STRUCT+VOL,28,5,3,0.05,10.0,0.49839740676234356,0.4803414135438059,0.47609427609427607,0.5025320536781265,0.0509316560485056,0.43663967611336035,2,6,0.4770662256538737
p3c2,BASE,42,5,6,0.02,3.0,0.49725932012958923,0.4689217506706377,0.47609427609427607,0.5012528944418864,0.04916398452821423,0.42786774628879887,3,6,0.47667090217777924
p3c2,EXTENDED,97,5,4,0.05,10.0,0.49664573508397486,0.46933219849523156,0.47609427609427607,0.49652210301663674,0.040769681789990485,0.4464733261725743,3,6,0.4761372621216415
p3c2,STRUCT+VOL,28,5,5,0.1,10.0,0.4983301396610465,0.4865868258425412,0.47609427609427607,0.5018057680339619,0.05217671064519642,0.4302294197031039,3,6,0.4757174127113637
p3c2,EXTENDED,97,5,6,0.02,10.0,0.4873046981525181,0.46928426090178965,0.47609427609427607,0.4865974675551414,0.0229798794031947,0.46390013495276655,1,6,0.47510752785354404
p3c2,STRUCT+VOL,28,5,5,0.02,3.0,0.5042260101882388,0.4907019535637991,0.47609427609427607,0.49673123373397665,0.04343380694300244,0.4454453441295546,2,6,0.4750143302624754
p3c2,BASE,42,5,6,0.02,10.0,0.5023634386942183,0.47247493064825685,0.47609427609427607,0.49943204339940456,0.04957261703917228,0.4375843454790823,3,6,0.4746457348798184
p3c2,STRUCT+VOL,28,5,6,0.05,3.0,0.498347410943812,0.48197013100946695,0.47609427609427607,0.49316426922172263,0.03713632070434901,0.4545883940620783,1,6,0.4745961088695481
p3c2,EXTENDED,97,5,6,0.05,10.0,0.4945040960210601,0.4741351803708109,0.47609427609427607,0.49434529717952636,0.04004861727501995,0.44319131161236425,2,6,0.4743209885420164
p3c2,EXTENDED,97,5,3,0.02,10.0,0.49182977423706387,0.4695403085146775,0.47609427609427607,0.4963417961998701,0.04420686237513006,0.4436686955483948,2,6,0.4742383650123051
p3c2,STRUCT+VOL,28,5,6,0.02,10.0,0.4990428073288416,0.48116292206724914,0.47609427609427607,0.49879870076729965,0.04958517066277053,0.438191632928475,3,6,0.47400611543591437
p3c2,BASE,42,5,6,0.05,10.0,0.4935323591117834,0.4687267653005467,0.47609427609427607,0.49579094406732893,0.049688512423362315,0.40897435897435896,4,6,0.47094668785564775
p3c2,EXTENDED,97,5,6,0.02,3.0,0.4866983852259629,0.46692810181177524,0.47609427609427607,0.48309715644702317,0.024551061556677457,0.46383816684568563,1,6,0.47082162566868446
p3c2,STRUCT+VOL,28,5,6,0.05,10.0,0.4860548026892296,0.47287394004041555,0.47609427609427607,0.49706750481992107,0.05257860471268386,0.43029689608636973,3,6,0.47077820246357915
p3c2,EXTENDED,97,5,5,0.02,3.0,0.48688291524708843,0.4597139622378315,0.47609427609427607,0.48799531593721374,0.034913803942777044,0.454990671641791,2,6,0.4705384139658252
p3c2,EXTENDED,97,5,5,0.1,3.0,0.5084565654508896,0.48566666210851706,0.47609427609427607,0.5009035974852653,0.061567112674533395,0.42321187584345477,2,6,0.47012004114799855
p3c2,STRUCT+VOL,28,5,5,0.05,3.0,0.49086440043196383,0.4756016861961894,0.47609427609427607,0.4917035958763299,0.044405968293480154,0.44399460188933876,2,6,0.4695006117295898
p3c2,BASE,42,5,5,0.05,10.0,0.4901926384338765,0.47886536697123067,0.47609427609427607,0.4946861404924278,0.0507121529655542,0.41632928475033737,4,6,0.4693300640096507
p3c2,EXTENDED,97,5,4,0.02,3.0,0.498057435196329,0.47347357623194897,0.47609427609427607,0.4947685050617141,0.051691762267336495,0.4286311015634324,3,6,0.46892262392804585
p3c2,BASE,42,5,6,0.1,3.0,0.4805643527995841,0.4710085996489348,0.47609427609427607,0.48541679427399126,0.04407661076318835,0.42807017543859655,3,6,0.4633784888923971
p3c2,BASE,42,5,4,0.1,10.0,0.4910780189293259,0.464792933424183,0.47609427609427607,0.4793704988668985,0.03443930662662687,0.43283004258614016,2,6,0.46215084555358504
p3c2,BASE,42,5,4,0.02,10.0,0.4907634997800183,0.47326691223370754,0.47609427609427607,0.47929629182828704,0.038165322965776134,0.44886436959607695,1,6,0.46021363034539897
