rule,n,n_per_day,precision,wilson_lo,wilson_hi,base_rate,edge,lift,beats_base_at_95,expectancy_R,expectancy_R_base,expectancy_R_delta,coverage
QuantityNorm_chg1 < mediana,1160,40.0,0.6129310344827587,0.5845718335914315,0.6405447114779319,0.6025862068965517,0.010344827586206917,1.017167381974249,False,0.12077339342163826,0.0863985553494032,0.034374838072235056,0.5
TradesNorm_ratio1 < mediana,1152,39.72,0.6128472222222222,0.5843879014562187,0.6405564161734635,0.6025862068965517,0.010261015325670475,1.0170282943888094,False,0.12039414916270758,0.0863985553494032,0.03399559381330437,0.496551724137931
TradesPerQuantity_gt_prev,950,32.76,0.6126315789473684,0.581258880568153,0.6430970292600616,0.6025862068965517,0.010045372050816681,1.0166704314434154,False,0.10405477552277836,0.0863985553494032,0.01765622017337516,0.40948275862068967
RangeRatio20_ratio1 < mediana,1159,39.97,0.6117342536669542,0.5833508468843362,0.6393794028762502,0.6025862068965517,0.009148046770402485,1.0151813079451601,False,0.11299893157139686,0.0863985553494032,0.026600376221993655,0.4995689655172414
TradesRatio20_chg1 < mediana,1159,39.97,0.6117342536669542,0.5833508468843362,0.6393794028762502,0.6025862068965517,0.009148046770402485,1.0151813079451601,False,0.12407712137342576,0.0863985553494032,0.03767856602402256,0.4995689655172414
AggTotalNorm_ratio1 < mediana,1151,39.69,0.6116420503909644,0.5831582968163588,0.639383045650002,0.6025862068965517,0.009055843494412685,1.0150282953555347,False,0.11730843976345899,0.0863985553494032,0.030909884414055788,0.4961206896551724
AggTotalPerQuantity_gt_prev,739,25.48,0.6116373477672531,0.5760064180330206,0.6461136140168809,0.6025862068965517,0.009051140870701357,1.015020491287573,False,0.0999813804570425,0.0863985553494032,0.013582825107639293,0.3185344827586207
QuantityPerTradeRatio20_lt_prev,953,32.86,0.6107030430220357,0.5793601458026333,0.6411570223472466,0.6025862068965517,0.008116836125483973,1.0134699998648946,False,0.10130309423490744,0.0863985553494032,0.014904538885504234,0.4107758620689655
DurationRatio20_ratio1 < mediana,911,31.41,0.610318331503842,0.5782495609462641,0.6414606052726748,0.6025862068965517,0.007732124607290225,1.012831565871898,False,0.1119305013136363,0.0863985553494032,0.025531945964233096,0.39267241379310347
RangeRatio20_chg1 < mediana,1159,39.97,0.6100086281276963,0.5816084436888989,0.6376819566545358,0.6025862068965517,0.00742242123114456,1.0123176089100538,False,0.11663630161443378,0.0863985553494032,0.030237746265030577,0.4995689655172414
QuantityPerTradeRatio20_chg1 < mediana,1159,39.97,0.6100086281276963,0.5816084436888989,0.6376819566545358,0.6025862068965517,0.00742242123114456,1.0123176089100538,False,0.09956128615418469,0.0863985553494032,0.013162730804781489,0.4995689655172414
QuantityPerTradeRatio20_ratio1 < mediana,1151,39.69,0.6099044309296264,0.5814037662745449,0.6376738977098492,0.6025862068965517,0.007318224033074694,1.0121446922437292,False,0.09958974926690896,0.0863985553494032,0.013191193917505756,0.4961206896551724
AggTotalRatio20_ratio1 < mediana,1150,39.66,0.6095652173913043,0.5810487859441656,0.6373520760112361,0.6025862068965517,0.00697901049475258,1.0115817627666852,False,0.11454258677125505,0.0863985553494032,0.028144031421851845,0.4956896551724138
QuantityNorm_ratio1 < mediana,1152,39.72,0.609375,0.5808817503105622,0.637141203699745,0.6025862068965517,0.006788793103448265,1.011266094420601,False,0.11240308359339989,0.0863985553494032,0.026004528243996683,0.496551724137931
QuantityRatio20_ratio1 < mediana,1151,39.69,0.6090356211989574,0.5805266412346649,0.6368191835087458,0.6025862068965517,0.006449414302405643,1.0107028906878261,False,0.1126177685635142,0.0863985553494032,0.026219213214110998,0.4961206896551724
AggBuyNorm_gt_prev,1209,41.69,0.608767576509512,0.5809547882206939,0.6358913357908835,0.6025862068965517,0.00618136961296023,1.0102580668827381,False,0.08543549012830501,0.0863985553494032,-0.0009630652210981944,0.5211206896551724
AggBuyNorm_chg1 > mediana,1160,40.0,0.6077586206896551,0.5793494796681967,0.635456383947608,0.6025862068965517,0.005172413793103403,1.0085836909871244,False,0.08317164474495292,0.0863985553494032,-0.003226910604450281,0.5
RangeRatio20_lt_prev,265,9.14,0.6075471698113207,0.5476199001508801,0.664400858541227,0.6025862068965517,0.004960962914768996,1.0082327853807325,False,0.1206784859988447,0.0863985553494032,0.0342799306494415,0.11422413793103449
QuantityPerTrade_lt_prev,935,32.24,0.6074866310160428,0.5758077094102213,0.638285914050861,0.6025862068965517,0.004900424119491098,1.0081323204271955,False,0.09509227417925474,0.0863985553494032,0.008693718829851538,0.40301724137931033
BodyNorm_chg1 > mediana,1154,39.79,0.6074523396880416,0.5789658919296051,0.6352257557016425,0.6025862068965517,0.004866132791489841,1.0080754135023293,False,0.10292742431200931,0.0863985553494032,0.016528868962606108,0.4974137931034483
WickTotalNorm_chg1 < mediana,1154,39.79,0.6074523396880416,0.5789658919296051,0.6352257557016425,0.6025862068965517,0.004866132791489841,1.0080754135023293,False,0.10292742431200931,0.0863985553494032,0.016528868962606108,0.4974137931034483
AggBuyNorm_ratio1 > mediana,1127,38.86,0.6069210292812778,0.5780872122063619,0.6350284000951312,0.6025862068965517,0.004334822384726045,1.007193696661348,False,0.08233112140994046,0.0863985553494032,-0.004067433939462739,0.4857758620689655
LogDurationResidual20_chg1 < mediana,1159,39.97,0.6065573770491803,0.5781247387782611,0.6342859627308697,0.6025862068965517,0.0039711701526286,1.0065902108398415,False,0.10343223890069968,0.0863985553494032,0.017033683551296475,0.4995689655172414
AggTotalPerQuantity_chg1 < mediana,1160,40.0,0.6060344827586207,0.5776094272471354,0.6337595425508166,0.6025862068965517,0.0034482758620689724,1.005722460658083,False,0.09528480814346502,0.0863985553494032,0.008886252794061814,0.5
QuantityPerTrade_chg1 < mediana,1160,40.0,0.6060344827586207,0.5776094272471354,0.6337595425508166,0.6025862068965517,0.0034482758620689724,1.005722460658083,False,0.0923018255025958,0.0863985553494032,0.0059032701531926,0.5
QuantityPerTrade_ratio1 < mediana,1152,39.72,0.6059027777777778,0.5773770900602162,0.6337245003307163,0.6025862068965517,0.0033165708812260553,1.0055038944523924,False,0.09213652630759181,0.0863985553494032,0.005737970958188607,0.496551724137931
TradesPerQuantity_ratio1 > mediana,1152,39.72,0.6059027777777778,0.5773770900602162,0.6337245003307163,0.6025862068965517,0.0033165708812260553,1.0055038944523924,False,0.09213652630759181,0.0863985553494032,0.005737970958188607,0.496551724137931
TradesRatio20_ratio1 < mediana,1151,39.69,0.6046915725456126,0.5761424139158446,0.6325442146226494,0.6025862068965517,0.002105365649060831,1.0034938829083127,False,0.10592442329501686,0.0863985553494032,0.01952586794561366,0.4961206896551724
AggTotalPerTrade_chg1 < mediana,1160,40.0,0.6043103448275862,0.5758697395164978,0.6320623364636011,0.6025862068965517,0.0017241379310344307,1.0028612303290414,False,0.0910263927759921,0.0863985553494032,0.004627837426588899,0.5
AggTotalPerTrade_lt_prev,1343,46.31,0.6038719285182428,0.5774530799023415,0.6296982287593452,0.6025862068965517,0.0012857216216910494,1.0021336725052383,False,0.09000339719711978,0.0863985553494032,0.003604841847716575,0.5788793103448275
AggTotalPerTrade_ratio1 < mediana,1151,39.69,0.6038227628149435,0.5752658472702716,0.6316889420272389,0.6025862068965517,0.0012365559183917796,1.0020520813524099,False,0.09033310983131035,0.0863985553494032,0.003934554481907146,0.4961206896551724
BodyNorm_lt_prev,2054,70.83,0.6037000973709834,0.582372060139511,0.6246409577720715,0.6025862068965517,0.0011138904744316669,1.0018485163810311,False,0.08484422805555812,0.0863985553494032,-0.0015543272938450814,0.8853448275862069
WickTotalNorm_gt_prev,2054,70.83,0.6037000973709834,0.582372060139511,0.6246409577720715,0.6025862068965517,0.0011138904744316669,1.0018485163810311,False,0.08484422805555812,0.0863985553494032,-0.0015543272938450814,0.8853448275862069
AggTotalPerQuantity_ratio1 < mediana,1151,39.69,0.6020851433536055,0.5735129919506293,0.6299781188649144,0.6025862068965517,-0.0005010635429462118,0.9991684782406043,False,0.08793683300044369,0.0863985553494032,0.00153827765104049,0.4961206896551724
RangeRatio20_gt_prev,2051,70.72,0.6016577279375914,0.5802993085435194,0.6226360418017336,0.6025862068965517,-0.0009284789589603104,0.9984591765487926,False,0.0815492160963014,0.0863985553494032,-0.004849339253101798,0.884051724137931
BodyNorm_gt_prev,223,7.69,0.600896860986547,0.5354362302478017,0.6629400816808744,0.6025862068965517,-0.0016893459100046915,0.9971965075027104,False,0.11743073917188654,0.0863985553494032,0.031032183822483336,0.09612068965517241
WickTotalNorm_lt_prev,223,7.69,0.600896860986547,0.5354362302478017,0.6629400816808744,0.6025862068965517,-0.0016893459100046915,0.9971965075027104,False,0.11743073917188654,0.0863985553494032,0.031032183822483336,0.09612068965517241
AggTotalPerTrade_chg1 > mediana,1160,40.0,0.6008620689655172,0.5723914548370673,0.6286668335073259,0.6025862068965517,-0.0017241379310345417,0.9971387696709584,False,0.08177071792281429,0.0863985553494032,-0.004627837426588913,0.5
AggTotalPerTrade_gt_prev,974,33.59,0.5995893223819302,0.5684840389596498,0.6299121020922342,0.6025862068965517,-0.002996884514621545,0.9950266294177954,False,0.07896161613286624,0.0863985553494032,-0.0074369392165369586,0.41982758620689653
QuantityPerTrade_chg1 > mediana,1160,40.0,0.5991379310344828,0.57065285628487,0.6269685382416704,0.6025862068965517,-0.0034482758620689724,0.994277539341917,False,0.08049528519621059,0.0863985553494032,-0.0059032701531926135,0.5
AggTotalPerQuantity_chg1 > mediana,1160,40.0,0.5991379310344828,0.57065285628487,0.6269685382416704,0.6025862068965517,-0.0034482758620689724,0.994277539341917,False,0.07751230255534138,0.0863985553494032,-0.008886252794061827,0.5
WickTotalNorm_chg1 > mediana,1155,39.83,0.5991341991341992,0.5705869930345099,0.6270241386335283,0.6025862068965517,-0.003452007762352549,0.9942713462026768,False,0.07291612544804131,0.0863985553494032,-0.013482429901361892,0.4978448275862069
BodyNorm_chg1 < mediana,1155,39.83,0.5991341991341992,0.5705869930345099,0.6270241386335283,0.6025862068965517,-0.003452007762352549,0.9942713462026768,False,0.07291612544804131,0.0863985553494032,-0.013482429901361892,0.4978448275862069
LogDurationResidual20_chg1 > mediana,1159,39.97,0.5987920621225195,0.5702917415603695,0.6266396375715776,0.6025862068965517,-0.003794144774032282,0.9937035651818634,False,0.06980156760831566,0.0863985553494032,-0.016596987741087546,0.4995689655172414
QuantityPerTrade_gt_prev,1383,47.69,0.5986984815618221,0.5726258673356798,0.6242242992586884,0.6025862068965517,-0.003887725334729586,0.9935482669695475,False,0.0793000001384963,0.0863985553494032,-0.0070985552109069094,0.5961206896551724
AggTotalPerQuantity_ratio1 > mediana,1151,39.69,0.5986099044309297,0.5700083903238085,0.6265553635278021,0.6025862068965517,-0.0039763024656220836,0.9934012720169934,False,0.07697260777145683,0.0863985553494032,-0.009425947577946375,0.4961206896551724
AggBuyNorm_chg1 < mediana,1160,40.0,0.5974137931034482,0.5689146192159602,0.6252698814927271,0.6025862068965517,-0.005172413793103514,0.9914163090128755,False,0.08962546595385348,0.0863985553494032,0.003226910604450281,0.5
AggTotalPerQuantity_lt_prev,1554,53.59,0.5971685971685972,0.5725718817297909,0.6212860817499365,0.6025862068965517,-0.005417609727954575,0.9910094030265704,False,0.077756631336984,0.0863985553494032,-0.0086419240124192,0.6698275862068965
AggTotalPerTrade_ratio1 > mediana,1151,39.69,0.5968722849695917,0.5682566424125706,0.6248434329570732,0.6025862068965517,-0.005713921926960075,0.9905176689051879,False,0.07457633094059016,0.0863985553494032,-0.011822224408813045,0.4961206896551724
QuantityPerTradeRatio20_gt_prev,1364,47.03,0.5967741935483871,0.5705043338632604,0.6225004702017717,0.6025862068965517,-0.005812013348164613,0.9903548848585537,False,0.07572122579596849,0.0863985553494032,-0.010677329553434714,0.5879310344827586
TradesRatio20_ratio1 > mediana,1151,39.69,0.5960034752389227,0.5673809063398314,0.6239873297888291,0.6025862068965517,-0.006582731657629015,0.9890758673492852,False,0.05912132486964097,0.0863985553494032,-0.02727723047976223,0.4961206896551724
TradesPerQuantity_ratio1 < mediana,1152,39.72,0.5954861111111112,0.5668719863453697,0.6234655131874384,0.6025862068965517,-0.007100095785440574,0.9882172945477667,False,0.07409948760002899,0.0863985553494032,-0.012299067749374212,0.496551724137931
QuantityPerTrade_ratio1 > mediana,1152,39.72,0.5954861111111112,0.5668719863453697,0.6234655131874384,0.6025862068965517,-0.007100095785440574,0.9882172945477667,False,0.07409948760002899,0.0863985553494032,-0.012299067749374212,0.496551724137931
RangeRatio20_chg1 > mediana,1159,39.97,0.5953408110440035,0.5668127674497856,0.6232389128478578,0.6025862068965517,-0.007245395852548242,0.987976167111651,False,0.056597504894581555,0.0863985553494032,-0.029801050454821648,0.4995689655172414
QuantityPerTradeRatio20_chg1 > mediana,1159,39.97,0.5953408110440035,0.5668127674497856,0.6232389128478578,0.6025862068965517,-0.007245395852548242,0.987976167111651,False,0.07367252035483061,0.0863985553494032,-0.012726034994572588,0.4995689655172414
TradesPerQuantity_lt_prev,1368,47.17,0.5950292397660819,0.5687849986011597,0.6207412557419073,0.6025862068965517,-0.007556967130469827,0.9874591103414234,False,0.07290287997259073,0.0863985553494032,-0.013495675376812469,0.5896551724137931
AggBuyNorm_lt_prev,1108,38.21,0.5947653429602888,0.565578420681148,0.6232974047961501,0.6025862068965517,-0.007820863936262912,0.9870211700056295,False,0.08528128969677147,0.0863985553494032,-0.0011172656526317326,0.47758620689655173
AggBuyNorm_ratio1 < mediana,1127,38.86,0.5944986690328306,0.5655586699596501,0.6227966222404246,0.6025862068965517,-0.008087537863721184,0.9865786209986888,False,0.08428544823466261,0.0863985553494032,-0.002113107114740595,0.4857758620689655
TradesRatio20_chg1 > mediana,1159,39.97,0.5936151855047455,0.5650738216714202,0.6215380092090712,0.6025862068965517,-0.008971021391806278,0.9851124680765446,False,0.04915668513558956,0.0863985553494032,-0.037241870213813644,0.4995689655172414
RangeRatio20_ratio1 > mediana,1159,39.97,0.5936151855047455,0.5650738216714202,0.6215380092090712,0.6025862068965517,-0.008971021391806278,0.9851124680765446,False,0.06023487493761848,0.0863985553494032,-0.026163680411784726,0.4995689655172414
BodyNorm_ratio1 < mediana,1158,39.93,0.5932642487046632,0.5647078046328425,0.6212039409958214,0.6025862068965517,-0.009321958191888524,0.9845300836872809,False,0.05951769213894629,0.0863985553494032,-0.026880863210456914,0.4991379310344828
TradesRatio20_gt_prev,1696,58.48,0.5925707547169812,0.569001943477376,0.6157211507215188,0.6025862068965517,-0.010015452179570561,0.9833792209895539,False,0.05980209323988496,0.0863985553494032,-0.026596462109518243,0.7310344827586207
QuantityRatio20_gt_prev,1703,58.72,0.5924838520258368,0.5689632733684521,0.6155881226134597,0.6025862068965517,-0.01010235487071498,0.9832350047925188,False,0.05939340882905507,0.0863985553494032,-0.027005146520348133,0.7340517241379311
QuantityNorm_chg1 > mediana,1160,40.0,0.5922413793103448,0.5637020693773281,0.6201717498778007,0.6025862068965517,-0.010344827586206917,0.9828326180257511,False,0.05202371727716814,0.0863985553494032,-0.03437483807223506,0.5
QuantityRatio20_ratio1 > mediana,1151,39.69,0.5916594265855778,0.5630036010124206,0.6197054389113231,0.6025862068965517,-0.010926780310973938,0.9818668595697715,False,0.052393639295583626,0.0863985553494032,-0.03400491605381958,0.4961206896551724
QuantityNorm_gt_prev,1329,45.83,0.5914221218961625,0.5647664763071953,0.6175507622903994,0.6025862068965517,-0.011164085000389234,0.9814730492125158,False,0.0527563875815258,0.0863985553494032,-0.0336421677678774,0.5728448275862069
AggTotalNorm_chg1 > mediana,1160,40.0,0.5913793103448276,0.5628336253104745,0.6193217470357278,0.6025862068965517,-0.011206896551724133,0.9814020028612304,False,0.05108752054611022,0.0863985553494032,-0.035311034803292986,0.5
TradesPerQuantity_chg1 < mediana,1160,40.0,0.5913793103448276,0.5628336253104745,0.6193217470357278,0.6025862068965517,-0.011206896551724133,0.9814020028612304,False,0.06706275561584975,0.0863985553494032,-0.019335799733553455,0.5
AggTotalRatio20_ratio1 > mediana,1150,39.66,0.591304347826087,0.5626333559084173,0.6193673623877509,0.6025862068965517,-0.01128185907046475,0.9812776015425764,False,0.05080010858682392,0.0863985553494032,-0.03559844676257928,0.4956896551724138
QuantityNorm_ratio1 > mediana,1152,39.72,0.5911458333333334,0.562498759943977,0.6191870350646125,0.6025862068965517,-0.011440373563218365,0.981014544587506,False,0.05217573334452395,0.0863985553494032,-0.03422282200487925,0.496551724137931
QuantityPerTradeRatio20_ratio1 > mediana,1151,39.69,0.5907906168549087,0.5621284143065352,0.6188487863762251,0.6025862068965517,-0.01179559004164299,0.9804250580138686,False,0.06561230649547047,0.0863985553494032,-0.020786248853932737,0.4961206896551724
DurationRatio20_gt_prev,1612,55.59,0.5905707196029777,0.5663781288216538,0.6143326537203974,0.6025862068965517,-0.012015487293574045,0.9800601355356997,False,0.058285315330583023,0.0863985553494032,-0.02811324001882018,0.6948275862068966
AggTotalRatio20_gt_prev,1692,58.34,0.5898345153664303,0.566219769078308,0.6130422563372734,0.6025862068965517,-0.012751691530121456,0.9788383945995123,False,0.05369264048071807,0.0863985553494032,-0.03270591486868513,0.7293103448275862
AggTotalRatio20_chg1 > mediana,1159,39.97,0.5893011216566005,0.5607280301231705,0.6172841772144411,0.6025862068965517,-0.0132850852399512,0.9779532204887791,False,0.04290038845987792,0.0863985553494032,-0.043498166889525285,0.4995689655172414
TradesNorm_gt_prev,1304,44.97,0.588957055214724,0.5620281056091847,0.6153634072468065,0.6025862068965517,-0.013629151681827767,0.9773822375523316,False,0.04709956221681187,0.0863985553494032,-0.03929899313259133,0.5620689655172414
AggTotalNorm_gt_prev,1284,44.28,0.5887850467289719,0.5616445659003654,0.6153958403110816,0.6025862068965517,-0.013801160167579818,0.9770967871324856,False,0.047207289164581556,0.0863985553494032,-0.039191266184821646,0.553448275862069
LogDurationResidual20_gt_prev,1670,57.59,0.588622754491018,0.5648442489993768,0.6119944674000726,0.6025862068965517,-0.01396345240553376,0.9768274609579125,False,0.054460014733919704,0.0863985553494032,-0.0319385406154835,0.7198275862068966
TradesNorm_ratio1 > mediana,1152,39.72,0.5885416666666666,0.5598759178055077,0.6166188544885505,0.6025862068965517,-0.014044540229885105,0.9766928946113494,False,0.045841864744913224,0.0863985553494032,-0.04055669060448998,0.496551724137931
QuantityRatio20_chg1 > mediana,1159,39.97,0.5884383088869716,0.5598591407501393,0.6164331418788964,0.6025862068965517,-0.014147898009580162,0.976521370971226,False,0.041340323599496,0.0863985553494032,-0.0450582317499072,0.4995689655172414
AggTotalNorm_ratio1 > mediana,1151,39.69,0.5881841876629018,0.5595034012879522,0.616278281671858,0.6025862068965517,-0.014402019233649921,0.9760996533461603,False,0.046037143493237336,0.0863985553494032,-0.04036141185616587,0.4961206896551724
DurationRatio20_chg1 > mediana,1159,39.97,0.5875754961173425,0.5589903408226844,0.6155820170977753,0.6025862068965517,-0.015010710779209235,0.9750895214536728,False,0.0459798978401196,0.0863985553494032,-0.040418657509283605,0.4995689655172414
TradesNorm_chg1 > mediana,1160,40.0,0.5862068965517241,0.5576248383601672,0.6142198525324765,0.6025862068965517,-0.016379310344827647,0.9728183118741057,False,0.04166814501354128,0.0863985553494032,-0.04473041033586192,0.5
WickTotalNorm_ratio1 > mediana,904,31.17,0.584070796460177,0.5516508587157489,0.6157792304099312,0.6025862068965517,-0.018515410436374724,0.9692734247407802,False,0.04784372624589684,0.0863985553494032,-0.03855482910350636,0.3896551724137931
DurationRatio20_ratio1 > mediana,911,31.41,0.5828759604829857,0.5505736295733327,0.6144822664418901,0.6025862068965517,-0.019710246413566,0.9672905781978017,False,0.04147019786735604,0.0863985553494032,-0.04492835748204716,0.39267241379310347
