rule,n,n_per_day,precision,wilson_lo,wilson_hi,base_rate,edge,lift,beats_base_at_95,expectancy_R,expectancy_R_base,expectancy_R_delta,coverage
DurationRatio20_chg1 > mediana,1743,60.1,0.5880665519219737,0.5647909888088757,0.6109547685625998,0.5758096875895672,0.01225686433240647,1.021286311426464,False,0.046290357102937045,0.03717582191793065,0.009114535185006392,0.4995700773860705
QuantityPerTradeRatio20_ratio1 < mediana,1696,58.48,0.5878537735849056,0.5642545829223179,0.6110558695339581,0.5758096875895672,0.01204408599533846,1.0209167824976286,False,0.05924237156203721,0.03717582191793065,0.022066549644106558,0.48609916881627974
QuantityRatio20_lt_prev,902,31.1,0.5875831485587583,0.5551518308648512,0.619271600339898,0.5758096875895672,0.011773460969191074,1.0204467920963205,False,0.0823332113506871,0.03717582191793065,0.04515738943275644,0.2585267985096016
RangeRatio20_chg1 < mediana,1743,60.1,0.5863453815261044,0.5630593387144492,0.6092516481546519,0.5758096875895672,0.010535693936537194,1.018297180758874,False,0.0727550533061719,0.03717582191793065,0.03557923138824124,0.4995700773860705
QuantityRatio20_ratio1 > mediana,1696,58.48,0.5860849056603774,0.5624748936475499,0.6093058181552441,0.5758096875895672,0.010275218070810221,1.017844816251397,False,0.040397692735321095,0.03717582191793065,0.0032218708173904417,0.48609916881627974
AggTotalPerQuantity_ratio1 < mediana,1697,58.52,0.5851502651738362,0.5615416611252858,0.6083742205182489,0.5758096875895672,0.009340577584268983,1.0162216402147908,False,0.05668658896764938,0.03717582191793065,0.019510767049718727,0.48638578389223275
AggTotalPerQuantity_chg1 < mediana,1744,60.14,0.5848623853211009,0.5615742643079981,0.6077774664209192,0.5758096875895672,0.009052697731533721,1.015721683616387,False,0.05619875643989161,0.03717582191793065,0.01902293452196096,0.4998566924620235
TradesPerQuantity_ratio1 < mediana,1698,58.55,0.5848056537102474,0.5612020044449814,0.6080264360867345,0.5758096875895672,0.00899596612068021,1.015623158683451,False,0.05354201790727344,0.03717582191793065,0.01636619598934279,0.4866723989681857
QuantityPerTrade_ratio1 > mediana,1698,58.55,0.5848056537102474,0.5612020044449814,0.6080264360867345,0.5758096875895672,0.00899596612068021,1.015623158683451,False,0.05354201790727344,0.03717582191793065,0.01636619598934279,0.4866723989681857
QuantityPerTradeRatio20_chg1 < mediana,1743,60.1,0.5846242111302352,0.5613279787090653,0.6075482376576619,0.5758096875895672,0.008814523540668029,1.0153080500912846,False,0.05347837377244361,0.03717582191793065,0.01630255185451296,0.4995700773860705
