Data	Abertura	Máxima	Mínima	Fechamento	Prior Cote Ajuste
22/06/2023 09:00	121795,00	122315,00	120180,00	121510,00	122692,00
21/06/2023 09:00	121950,00	122870,00	121540,00	122725,00	121883,00
20/06/2023 09:00	122060,00	122100,00	120720,00	122000,00	122295,00
19/06/2023 09:00	121040,00	122485,00	120830,00	122480,00	121161,00
16/06/2023 09:00	121850,00	122065,00	120760,00	121075,00	121813,00
15/06/2023 09:00	120850,00	122255,00	120830,00	121855,00	121543,00
14/06/2023 09:00	119900,00	121750,00	119645,00	121330,00	116848,00
13/06/2023 09:00	117950,00	118215,00	116425,00	117180,00	117532,00
12/06/2023 09:00	117450,00	118040,00	116815,00	117790,00	117260,00
09/06/2023 09:00	116360,00	117840,00	116340,00	117145,00	115823,00
07/06/2023 09:00	115600,00	116270,00	114870,00	116085,00	115029,00
06/06/2023 09:00	112815,00	115300,00	112800,00	115300,00	113166,00
05/06/2023 09:00	112950,00	113500,00	112005,00	113030,00	113097,00
02/06/2023 09:00	111880,00	113475,00	111805,00	113200,00	111171,00
01/06/2023 09:00	109540,00	111580,00	108715,00	111575,00	109048,00
31/05/2023 09:00	108930,00	109665,00	108675,00	108805,00	109550,00
30/05/2023 09:00	111175,00	111980,00	109055,00	109320,00	110960,00
29/05/2023 09:00	111800,00	111925,00	110650,00	110865,00	111642,00
26/05/2023 09:00	111300,00	112405,00	110390,00	111520,00	110824,00
25/05/2023 09:00	110295,00	111880,00	110200,00	110655,00	109587,00
24/05/2023 09:00	110665,00	111075,00	109160,00	109930,00	110746,00
23/05/2023 09:00	110870,00	112150,00	110430,00	111095,00	110977,00
22/05/2023 09:00	111250,00	112550,00	110835,00	111255,00	111582,00
19/05/2023 09:00	111080,00	112125,00	110585,00	111450,00	111112,00
18/05/2023 09:00	110450,00	111270,00	109550,00	111140,00	110513,00
17/05/2023 09:00	109400,00	110815,00	109150,00	110695,00	109076,00
16/05/2023 09:00	109850,00	111250,00	108770,00	109050,00	110178,00
15/05/2023 09:00	110100,00	110375,00	109345,00	110125,00	109639,00
12/05/2023 09:00	109300,00	109900,00	108435,00	109650,00	109485,00
11/05/2023 09:00	108315,00	109930,00	107465,00	109300,00	108704,00
10/05/2023 09:00	108250,00	109000,00	107590,00	108885,00	108500,00
09/05/2023 09:00	106800,00	109055,00	106570,00	108700,00	107384,00
08/05/2023 09:00	107100,00	108035,00	106545,00	107020,00	106606,00
05/05/2023 09:00	104100,00	106945,00	103755,00	106580,00	103580,00
04/05/2023 09:00	103150,00	104800,00	102320,00	104355,00	103164,00
03/05/2023 09:00	103190,00	103765,00	102725,00	103100,00	103223,00
02/05/2023 09:00	105175,00	105575,00	102900,00	102900,00	105753,00
28/04/2023 09:00	104200,00	105970,00	103875,00	105250,00	104525,00
27/04/2023 09:00	104455,00	104700,00	103425,00	104455,00	103965,00
26/04/2023 09:00	105165,00	105865,00	103750,00	104220,00	104846,00
25/04/2023 09:00	105375,00	105510,00	104175,00	105510,00	105681,00
24/04/2023 09:00	105650,00	106585,00	104855,00	105785,00	106065,00
20/04/2023 09:00	105500,00	106420,00	104735,00	106140,00	105604,00
19/04/2023 09:00	106930,00	107150,00	105315,00	105850,00	108097,00
18/04/2023 09:00	108420,00	109375,00	106925,00	107800,00	108023,00
17/04/2023 09:00	108880,00	108900,00	107545,00	107930,00	108403,00
14/04/2023 09:00	108250,00	108935,00	106765,00	108800,00	108550,00
13/04/2023 09:00	109000,00	109400,00	108215,00	108350,00	108936,00
12/04/2023 09:00	108505,00	110480,00	108185,00	108900,00	106395,00
11/04/2023 09:00	102500,00	106910,00	102440,00	106670,00	101985,00
10/04/2023 09:00	101130,00	102350,00	100845,00	102115,00	100980,00
06/04/2023 09:00	101000,00	101720,00	100505,00	101330,00	101064,00
05/04/2023 09:00	102155,00	102355,00	100055,00	100880,00	102211,00
04/04/2023 09:00	102185,00	103320,00	101780,00	102305,00	101805,00
03/04/2023 09:00	102240,00	102500,00	100860,00	101780,00	102128,00
31/03/2023 09:00	104000,00	104675,00	101670,00	101895,00	104141,00
30/03/2023 09:00	103680,00	104535,00	103030,00	104450,00	102240,00
29/03/2023 09:00	102250,00	102675,00	100560,00	102385,00	101670,00
28/03/2023 09:00	100100,00	102065,00	99770,00	101900,00	100149,00
27/03/2023 09:00	99955,00	100525,00	99525,00	100400,00	99496,00
24/03/2023 09:00	97350,00	99870,00	97250,00	99540,00	98371,00
23/03/2023 09:00	100755,00	101780,00	97440,00	97555,00	100833,00
22/03/2023 09:00	101750,00	102650,00	100675,00	100675,00	101770,00
21/03/2023 09:00	102430,00	102500,00	101535,00	101840,00	101666,00
20/03/2023 09:00	102760,00	103080,00	101315,00	101640,00	102986,00
17/03/2023 09:00	104275,00	104335,00	102335,00	102630,00	104248,00
16/03/2023 09:00	103590,00	104775,00	103220,00	104380,00	103562,00
15/03/2023 09:00	102700,00	103935,00	101485,00	103650,00	103851,00
14/03/2023 09:00	104650,00	105145,00	103385,00	103940,00	104092,00
13/03/2023 09:00	104550,00	104925,00	103135,00	104230,00	104580,00
10/03/2023 09:00	106025,00	106150,00	104155,00	104750,00	106118,00
09/03/2023 09:00	107650,00	107970,00	105850,00	105905,00	107808,00
08/03/2023 09:00	105740,00	108000,00	105425,00	108000,00	105398,00
07/03/2023 09:00	106055,00	106350,00	104615,00	105595,00	106074,00
06/03/2023 09:00	104800,00	106450,00	104310,00	105980,00	105012,00
03/03/2023 09:00	104820,00	105775,00	104555,00	104940,00	104578,00
02/03/2023 09:00	106110,00	106260,00	104430,00	104500,00	105786,00
01/03/2023 09:00	106360,00	106695,00	104375,00	105800,00	106156,00
28/02/2023 09:00	107100,00	108265,00	105720,00	105745,00	107131,00
27/02/2023 09:00	107955,00	108045,00	106660,00	106925,00	107355,00
24/02/2023 09:00	108600,00	109100,00	106805,00	107490,00	109220,00
23/02/2023 09:00	109110,00	110365,00	108210,00	109175,00	108772,00
22/02/2023 09:00	109885,00	109915,00	108275,00	108495,00	110868,00
17/02/2023 09:00	111245,00	111635,00	110675,00	110695,00	111745,00
16/02/2023 09:00	111540,00	112255,00	110075,00	112185,00	111510,00
15/02/2023 09:00	109800,00	112100,00	109005,00	111465,00	107792,00
14/02/2023 09:00	109350,00	109745,00	107550,00	107770,00	109011,00
13/02/2023 09:00	108175,00	109350,00	107470,00	109150,00	108266,00
10/02/2023 09:00	107650,00	108800,00	107120,00	108055,00	108251,00
09/02/2023 09:00	110845,00	110870,00	107920,00	108095,00	110158,00
08/02/2023 09:00	108500,00	110485,00	108450,00	110440,00	108010,00
07/02/2023 09:00	109355,00	109695,00	107435,00	108100,00	109046,00
06/02/2023 09:00	108350,00	109260,00	107700,00	109000,00	108857,00
03/02/2023 09:00	109850,00	110965,00	108465,00	108830,00	110431,00
02/02/2023 09:00	112100,00	113445,00	110100,00	110365,00	112503,00
01/02/2023 09:00	113860,00	114110,00	111155,00	112730,00	114150,00
31/01/2023 09:00	112655,00	114265,00	112490,00	113980,00	112837,00
30/01/2023 09:00	112610,00	113625,00	112375,00	113065,00	112971,00
27/01/2023 09:00	114830,00	115070,00	112625,00	112860,00	114879,00
26/01/2023 09:00	115045,00	115585,00	114270,00	114635,00	115089,00
25/01/2023 09:00	113475,00	115295,00	112585,00	115295,00	113899,00
24/01/2023 09:00	112065,00	114000,00	111870,00	113900,00	112555,00
23/01/2023 09:00	113200,00	113880,00	112275,00	112360,00	112881,00
20/01/2023 09:00	113880,00	114010,00	112545,00	113060,00	113755,00
19/01/2023 09:00	111750,00	114170,00	111505,00	113515,00	113136,00
18/01/2023 09:00	112920,00	114340,00	112825,00	113000,00	112438,00
17/01/2023 09:00	110000,00	112660,00	109940,00	112520,00	110046,00
16/01/2023 09:00	111100,00	111640,00	109705,00	109955,00	112086,00
13/01/2023 09:00	112630,00	112895,00	111405,00	111990,00	113028,00
12/01/2023 09:00	113200,00	114070,00	111695,00	112990,00	113894,00
11/01/2023 09:00	111950,00	114190,00	111755,00	113990,00	112064,00
10/01/2023 09:00	109750,00	112495,00	109375,00	111890,00	110160,00
09/01/2023 09:00	109335,00	111295,00	108800,00	110210,00	110374,00
06/01/2023 09:00	109050,00	110815,00	108845,00	110600,00	109005,00
05/01/2023 09:00	107280,00	109270,00	106650,00	109200,00	106766,00
04/01/2023 09:00	105550,00	107070,00	105150,00	106870,00	105296,00
03/01/2023 09:00	107950,00	108045,00	104970,00	105000,00	107691,00
02/01/2023 09:00	110400,00	110585,00	107265,00	107400,00	111103,00
29/12/2022 09:00	112080,00	112850,00	110880,00	111035,00	112102,00
28/12/2022 09:00	110380,00	112290,00	110200,00	112235,00	110144,00
27/12/2022 09:00	111175,00	111370,00	108945,00	110090,00	110498,00
26/12/2022 09:00	111240,00	111775,00	109940,00	110520,00	111412,00
23/12/2022 09:00	109560,00	111825,00	109285,00	111430,00	109238,00
22/12/2022 09:00	109000,00	110220,00	108190,00	109390,00	109251,00
21/12/2022 09:00	109710,00	109810,00	107760,00	109350,00	108925,00
20/12/2022 09:00	106705,00	109785,00	106160,00	109330,00	106677,00
19/12/2022 09:00	105000,00	107045,00	104195,00	106785,00	104543,00
16/12/2022 09:00	105120,00	106010,00	104110,00	104710,00	105710,00
15/12/2022 09:00	105030,00	107630,00	104700,00	105850,00	105785,00
14/12/2022 09:00	105140,00	106525,00	103635,00	105660,00	103364,00
13/12/2022 09:00	104980,00	107000,00	103095,00	103615,00	105249,00
12/12/2022 09:00	107895,00	107895,00	103765,00	104765,00	107510,00
09/12/2022 09:00	107880,00	108710,00	107135,00	107780,00	107309,00
08/12/2022 09:00	109440,00	109745,00	106980,00	107170,00	109458,00
07/12/2022 09:00	109770,00	110440,00	108760,00	109640,00	110570,00
06/12/2022 09:00	109770,00	110925,00	109405,00	110665,00	109630,00
05/12/2022 09:00	112815,00	112840,00	109480,00	109480,00	112293,00
02/12/2022 09:00	111500,00	114200,00	110225,00	112235,00	111380,00
01/12/2022 09:00	112500,00	112690,00	110905,00	111575,00	112753,00
30/11/2022 09:00	112000,00	113050,00	110600,00	113050,00	111529,00
29/11/2022 09:00	110150,00	112835,00	109755,00	111620,00	109377,00
28/11/2022 09:00	108550,00	110075,00	107915,00	109370,00	109531,00
25/11/2022 09:00	112280,00	113035,00	109110,00	109320,00	112609,00
24/11/2022 09:00	110380,00	113425,00	110055,00	112960,00	109553,00
23/11/2022 09:00	109965,00	110175,00	108540,00	109120,00	109452,00
22/11/2022 09:00	110500,00	111425,00	108560,00	109570,00	110690,00
21/11/2022 09:00	109580,00	111110,00	108715,00	110880,00	109545,00
18/11/2022 09:00	111410,00	112485,00	109270,00	109590,00	110418,00
17/11/2022 09:00	109155,00	110610,00	108105,00	109950,00	111041,00
16/11/2022 09:00	113655,00	114320,00	110340,00	110500,00	114125,00
14/11/2022 09:00	113155,00	115460,00	112760,00	114220,00	113349,00
11/11/2022 09:00	111985,00	114265,00	110175,00	113635,00	110819,00
10/11/2022 09:00	114155,00	114155,00	109530,00	111060,00	114746,00
09/11/2022 09:00	116900,00	117425,00	114255,00	114855,00	117359,00
08/11/2022 09:00	116740,00	118590,00	115220,00	117855,00	116569,00
07/11/2022 09:00	120045,00	120280,00	116370,00	116680,00	119522,00
04/11/2022 09:00	120115,00	121605,00	118900,00	119270,00	118466,00
03/11/2022 09:00	115865,00	118970,00	115490,00	118465,00	118498,00
01/11/2022 09:00	118105,00	119920,00	116985,00	117410,00	117683,00
31/10/2022 09:00	113000,00	118450,00	112500,00	117440,00	116332,00
28/10/2022 09:00	114465,00	117100,00	114415,00	117045,00	116250,00
27/10/2022 09:00	114900,00	118215,00	114300,00	115615,00	114355,00
26/10/2022 09:00	116395,00	116830,00	114195,00	115250,00	116288,00
25/10/2022 09:00	118020,00	118675,00	116040,00	116150,00	117914,00
24/10/2022 09:00	121825,00	121835,00	117665,00	118050,00	122196,00
21/10/2022 09:00	118385,00	122825,00	118280,00	122370,00	119172,00
20/10/2022 09:00	118860,00	119680,00	118465,00	118950,00	118356,00
19/10/2022 09:00	117500,00	118565,00	117140,00	118255,00	117870,00
18/10/2022 09:00	116945,00	118260,00	116205,00	118150,00	115756,00
17/10/2022 09:00	115000,00	116515,00	114425,00	115910,00	114096,00
14/10/2022 09:00	116525,00	116930,00	113675,00	113830,00	116473,00
13/10/2022 09:00	117550,00	118080,00	114810,00	116030,00	114829,00
11/10/2022 09:00	115410,00	116010,00	114315,00	114650,00	116047,00
10/10/2022 09:00	116960,00	117400,00	115375,00	116100,00	116671,00
07/10/2022 09:00	117550,00	118190,00	116050,00	117250,00	117851,00
06/10/2022 09:00	117310,00	118700,00	117170,00	117300,00	117577,00
05/10/2022 09:00	116080,00	117935,00	115875,00	117800,00	116648,00
04/10/2022 09:00	118060,00	118840,00	116100,00	116910,00	116728,00
03/10/2022 09:00	114355,00	117130,00	113605,00	116970,00	110502,00
30/09/2022 09:00	108500,00	110960,00	107500,00	110900,00	108104,00
29/09/2022 09:00	108320,00	108645,00	106530,00	108115,00	108909,00
28/09/2022 09:00	108135,00	109495,00	108030,00	108670,00	108927,00
27/09/2022 09:00	110350,00	111585,00	108630,00	109135,00	109613,00
26/09/2022 09:00	111525,00	111815,00	109075,00	109130,00	112444,00
23/09/2022 09:00	113200,00	113370,00	111320,00	112240,00	114860,00
22/09/2022 09:00	113480,00	115210,00	112515,00	114670,00	112726,00
21/09/2022 09:00	113600,00	114180,00	112035,00	112600,00	113475,00
20/09/2022 09:00	112900,00	113670,00	112165,00	113410,00	112896,00
19/09/2022 09:00	109165,00	113500,00	108980,00	113460,00	110134,00
16/09/2022 09:00	110110,00	110460,00	109420,00	110400,00	110931,00
15/09/2022 09:00	111460,00	112150,00	110430,00	110610,00	111636,00
14/09/2022 09:00	111620,00	112550,00	111075,00	111860,00	111825,00
13/09/2022 09:00	115150,00	115365,00	111540,00	111770,00	114659,00
12/09/2022 09:00	114230,00	115395,00	113875,00	114600,00	113499,00
09/09/2022 09:00	112100,00	113775,00	111985,00	113550,00	111213,00
08/09/2022 09:00	111745,00	112055,00	109770,00	111010,00	110970,00
06/09/2022 09:00	113350,00	113375,00	110580,00	110605,00	113645,00
05/09/2022 09:00	112215,00	114050,00	112175,00	113580,00	112246,00
02/09/2022 09:00	111690,00	113805,00	111435,00	112350,00	111912,00
01/09/2022 09:00	111250,00	112125,00	109620,00	111885,00	111179,00
31/08/2022 09:00	111865,00	112935,00	111020,00	111700,00	111928,00
30/08/2022 09:00	114395,00	114540,00	111660,00	111685,00	113949,00
29/08/2022 09:00	113420,00	114920,00	113130,00	114220,00	113995,00
26/08/2022 09:00	114855,00	115850,00	113575,00	114145,00	115198,00
25/08/2022 09:00	115520,00	115810,00	114455,00	115160,00	114719,00
24/08/2022 09:00	114775,00	115670,00	114275,00	114785,00	114678,00
23/08/2022 09:00	113060,00	114940,00	112460,00	114825,00	112360,00
22/08/2022 09:00	112150,00	112800,00	111715,00	112390,00	113340,00
19/08/2022 09:00	114980,00	115270,00	112830,00	112850,00	115925,00
18/08/2022 09:00	115785,00	116445,00	115295,00	116100,00	115777,00
17/08/2022 09:00	114945,00	116250,00	114290,00	115490,00	113589,00
16/08/2022 09:00	113050,00	113890,00	112690,00	113785,00	113086,00
15/08/2022 09:00	111500,00	113330,00	110815,00	113215,00	112585,00
12/08/2022 09:00	110285,00	112910,00	110280,00	112710,00	110112,00
11/08/2022 09:00	110800,00	111765,00	109715,00	110300,00	110602,00
10/08/2022 09:00	109000,00	110885,00	108925,00	110525,00	109026,00
09/08/2022 09:00	109100,00	109590,00	108120,00	109085,00	108911,00
08/08/2022 09:00	107250,00	109290,00	107155,00	109290,00	106779,00
05/08/2022 09:00	106735,00	107625,00	105870,00	106710,00	106466,00
04/08/2022 09:00	104265,00	107220,00	104170,00	106905,00	104294,00
03/08/2022 09:00	104200,00	104485,00	103225,00	104425,00	103812,00
02/08/2022 09:00	102250,00	104240,00	102095,00	104240,00	102756,00
01/08/2022 09:00	103825,00	103900,00	102260,00	102825,00	103789,00
29/07/2022 09:00	103790,00	104655,00	103165,00	103560,00	103285,00
28/07/2022 09:00	102245,00	103600,00	101640,00	103500,00	102112,00
27/07/2022 09:00	101025,00	102550,00	100615,00	102550,00	100486,00
26/07/2022 09:00	100955,00	101440,00	100015,00	100500,00	101035,00
25/07/2022 09:00	100415,00	101265,00	100300,00	101080,00	99775,00
22/07/2022 09:00	100050,00	100485,00	99045,00	99955,00	99718,00
21/07/2022 09:00	98615,00	99890,00	97795,00	99840,00	99126,00
20/07/2022 09:00	98900,00	99245,00	98080,00	98770,00	98991,00
19/07/2022 09:00	98180,00	99540,00	97905,00	99365,00	97735,00
18/07/2022 09:00	98650,00	99265,00	97515,00	97555,00	97580,00
15/07/2022 09:00	97155,00	97975,00	96155,00	97565,00	97030,00
14/07/2022 09:00	97835,00	98120,00	96435,00	96850,00	98931,00
13/07/2022 09:00	99705,00	100020,00	98355,00	98670,00	99371,00
12/07/2022 09:00	98735,00	99830,00	98280,00	99695,00	99313,00
11/07/2022 09:00	100530,00	100720,00	98945,00	99185,00	101535,00
08/07/2022 09:00	102050,00	102815,00	101125,00	101415,00	102098,00
07/07/2022 09:00	100740,00	102775,00	100675,00	102430,00	99995,00
06/07/2022 09:00	99135,00	100440,00	98625,00	99955,00	99528,00
05/07/2022 09:00	99130,00	99740,00	97740,00	99500,00	99852,00
04/07/2022 09:00	100190,00	100730,00	99500,00	99500,00	100299,00
01/07/2022 09:00	99235,00	100730,00	98560,00	100710,00	99809,00
30/06/2022 09:00	100075,00	100700,00	99075,00	99300,00	101011,00
29/06/2022 09:00	102120,00	103190,00	100665,00	101150,00	102106,00
28/06/2022 09:00	103410,00	103895,00	101470,00	102110,00	102517,00
27/06/2022 09:00	101100,00	102945,00	100675,00	102945,00	100370,00
24/06/2022 09:00	100000,00	101040,00	99560,00	100600,00	99744,00
23/06/2022 09:00	101485,00	102015,00	99200,00	99200,00	101159,00
22/06/2022 09:00	100350,00	102190,00	99770,00	100810,00	101360,00
21/06/2022 09:00	102500,00	102880,00	100845,00	102290,00	101679,00
20/06/2022 09:00	101455,00	102290,00	100175,00	101750,00	101727,00
17/06/2022 09:00	103070,00	103380,00	100315,00	101335,00	104971,00
15/06/2022 09:00	104865,00	106140,00	103920,00	105140,00	102122,00
14/06/2022 09:00	103000,00	103400,00	101290,00	102070,00	102708,00
13/06/2022 09:00	103600,00	104045,00	101760,00	102800,00	105620,00
10/06/2022 09:00	107850,00	108030,00	104685,00	105450,00	107418,00
09/06/2022 09:00	109175,00	109445,00	107160,00	107705,00	108487,00
08/06/2022 09:00	110125,00	110375,00	108215,00	108860,00	110225,00
07/06/2022 09:00	110190,00	110710,00	109620,00	110350,00	110521,00
06/06/2022 09:00	112565,00	112735,00	110255,00	110690,00	111486,00
03/06/2022 09:00	112230,00	112395,00	111235,00	111750,00	112700,00
02/06/2022 09:00	112200,00	113210,00	111525,00	112865,00	111696,00
01/06/2022 09:00	112175,00	112440,00	111170,00	111885,00	111553,00
31/05/2022 09:00	111290,00	112465,00	111140,00	111800,00	111546,00
30/05/2022 09:00	113215,00	113680,00	111005,00	111005,00	112489,00
27/05/2022 09:00	112300,00	113080,00	111960,00	112470,00	112536,00
26/05/2022 09:00	111500,00	112790,00	110945,00	112640,00	111280,00
25/05/2022 09:00	110815,00	111745,00	110275,00	110895,00	111252,00
24/05/2022 09:00	110200,00	111530,00	109125,00	111365,00	111365,00
23/05/2022 09:00	110050,00	111515,00	109840,00	111450,00	109323,00
20/05/2022 09:00	108650,00	109685,00	108140,00	109410,00	107708,00
19/05/2022 09:00	106580,00	108270,00	106500,00	107860,00	106987,00
18/05/2022 09:00	109260,00	109855,00	106775,00	106965,00	109836,00
17/05/2022 09:00	110310,00	110790,00	109225,00	110050,00	109270,00
16/05/2022 09:00	107575,00	109800,00	107575,00	109300,00	108041,00
13/05/2022 09:00	108065,00	108810,00	107100,00	107760,00	106893,00
12/05/2022 09:00	104460,00	107025,00	104235,00	106950,00	105438,00
11/05/2022 09:00	105275,00	106420,00	104075,00	105605,00	104152,00
10/05/2022 09:00	105185,00	105290,00	103400,00	104360,00	104489,00
09/05/2022 09:00	104790,00	105650,00	103925,00	104655,00	106266,00
06/05/2022 09:00	106150,00	107530,00	105065,00	106330,00	106602,00
05/05/2022 09:00	109060,00	109255,00	105065,00	106835,00	109632,00
04/05/2022 09:00	107980,00	110025,00	106115,00	109920,00	107736,00
03/05/2022 09:00	107950,00	108520,00	107315,00	107820,00	107884,00
02/05/2022 09:00	108720,00	109500,00	106485,00	108100,00	108821,00
29/04/2022 09:00	110840,00	113400,00	108425,00	109000,00	111250,00
28/04/2022 09:00	112105,00	112270,00	110325,00	110905,00	110917,00
27/04/2022 09:00	110505,00	111705,00	110390,00	111030,00	109675,00
26/04/2022 09:00	112085,00	112100,00	109210,00	109235,00	112449,00
25/04/2022 09:00	111335,00	112860,00	110825,00	112400,00	112641,00
22/04/2022 09:00	114500,00	114640,00	112240,00	112890,00	116099,00
20/04/2022 09:00	117395,00	117410,00	115715,00	115760,00	116989,00
19/04/2022 09:00	117415,00	117460,00	116110,00	116950,00	117698,00
18/04/2022 09:00	117735,00	118235,00	117095,00	117610,00	117951,00
14/04/2022 09:00	118750,00	118865,00	117570,00	117900,00	118812,00
13/04/2022 09:00	118820,00	119460,00	118295,00	118985,00	116256,00
12/04/2022 09:00	117420,00	118590,00	116065,00	116530,00	116927,00
11/04/2022 09:00	117725,00	117830,00	116750,00	116985,00	118380,00
08/04/2022 09:00	119290,00	119290,00	117515,00	118330,00	118991,00
07/04/2022 09:00	118560,00	119435,00	117535,00	118960,00	118420,00
06/04/2022 09:00	118480,00	118860,00	116915,00	118205,00	119028,00
05/04/2022 09:00	121445,00	121945,00	118800,00	119225,00	121572,00
04/04/2022 09:00	122240,00	122300,00	121035,00	121530,00	121946,00
01/04/2022 09:00	120800,00	122225,00	120785,00	122000,00	120379,00
31/03/2022 09:00	120805,00	121330,00	120210,00	120485,00	120784,00
30/03/2022 09:00	120110,00	121110,00	120095,00	120900,00	120568,00
29/03/2022 09:00	120200,00	121385,00	119975,00	120375,00	119516,00
28/03/2022 09:00	120000,00	120235,00	118565,00	119400,00	119776,00
25/03/2022 09:00	119975,00	120345,00	119065,00	119780,00	119755,00
24/03/2022 09:00	118390,00	120000,00	117760,00	119985,00	118062,00
23/03/2022 09:00	117750,00	118935,00	117605,00	118220,00	118053,00
22/03/2022 09:00	117205,00	118290,00	116925,00	118215,00	116983,00
21/03/2022 09:00	115700,00	117145,00	115630,00	117095,00	115950,00
18/03/2022 09:00	113110,00	116095,00	113060,00	115875,00	113821,00
17/03/2022 09:00	112010,00	113990,00	111595,00	113820,00	111984,00
16/03/2022 09:00	111255,00	112330,00	109850,00	112330,00	109627,00
15/03/2022 09:00	110880,00	110945,00	108570,00	109690,00	110828,00
14/03/2022 09:00	112750,00	113295,00	110505,00	110810,00	112588,00
11/03/2022 09:00	115600,00	115740,00	112145,00	112900,00	114495,00
10/03/2022 09:00	114150,00	114650,00	112775,00	114600,00	114889,00
09/03/2022 09:00	113390,00	115130,00	112660,00	114790,00	112219,00
08/03/2022 09:00	112720,00	113645,00	111995,00	112010,00	112100,00
07/03/2022 09:00	115140,00	115630,00	111815,00	111815,00	115691,00
04/03/2022 09:00	115795,00	116190,00	114545,00	115585,00	116509,00
03/03/2022 09:00	116550,00	117155,00	116190,00	116610,00	116352,00
02/03/2022 09:00	115250,00	116670,00	115125,00	116605,00	114300,00
25/02/2022 09:00	112595,00	114495,00	111755,00	114250,00	112718,00
24/02/2022 09:00	110500,00	112870,00	110050,00	112750,00	113049,00
23/02/2022 09:00	114700,00	115110,00	112925,00	113010,00	114465,00
22/02/2022 09:00	113650,00	114795,00	113585,00	114795,00	113131,00
21/02/2022 09:00	114320,00	114840,00	112950,00	112950,00	114299,00
18/02/2022 09:00	115355,00	115815,00	114060,00	114160,00	115015,00
17/02/2022 09:00	116300,00	116630,00	114800,00	114900,00	116690,00
16/02/2022 09:00	116255,00	117270,00	116255,00	116680,00	114878,00
15/02/2022 09:00	114500,00	115135,00	113980,00	115135,00	113915,00
14/02/2022 09:00	113000,00	114310,00	112880,00	113960,00	113582,00
11/02/2022 09:00	113120,00	114990,00	113100,00	113800,00	113447,00
10/02/2022 09:00	112500,00	113985,00	112245,00	113495,00	112571,00
09/02/2022 09:00	113000,00	113360,00	111875,00	112395,00	112410,00
08/02/2022 09:00	111900,00	112750,00	111050,00	112750,00	112225,00
07/02/2022 09:00	112350,00	112640,00	111655,00	112320,00	112401,00
04/02/2022 09:00	112000,00	112690,00	110535,00	112285,00	112043,00
03/02/2022 09:00	111590,00	112745,00	111525,00	112490,00	112144,00
02/02/2022 09:00	114000,00	114135,00	111765,00	112030,00	113669,00
01/02/2022 09:00	112540,00	113795,00	112400,00	113745,00	112681,00
31/01/2022 09:00	112470,00	113040,00	111575,00	112430,00	112298,00
28/01/2022 09:00	112640,00	113480,00	111890,00	112440,00	113005,00
27/01/2022 09:00	112110,00	113580,00	112100,00	112900,00	111903,00
26/01/2022 09:00	111570,00	113270,00	111425,00	112080,00	110884,00
25/01/2022 09:00	108475,00	111340,00	107625,00	110805,00	108596,00
24/01/2022 09:00	108955,00	109350,00	107135,00	109015,00	109442,00
21/01/2022 09:00	109500,00	110430,00	108890,00	109550,00	109729,00
20/01/2022 09:00	109400,00	110515,00	108800,00	109850,00	108728,00
19/01/2022 09:00	107530,00	109315,00	107510,00	108850,00	107418,00
18/01/2022 09:00	106300,00	107745,00	106155,00	107530,00	107130,00
17/01/2022 09:00	107660,00	107855,00	106715,00	107000,00	107708,00
14/01/2022 09:00	106135,00	107985,00	105700,00	107985,00	106218,00
13/01/2022 09:00	106300,00	107015,00	105650,00	106300,00	106435,00
12/01/2022 09:00	104800,00	106740,00	104375,00	106740,00	104581,00
11/01/2022 09:00	103400,00	104875,00	102565,00	104775,00	102775,00
10/01/2022 09:00	102900,00	103405,00	101750,00	103315,00	103333,00
07/01/2022 09:00	102385,00	103720,00	101855,00	103410,00	102349,00
06/01/2022 09:00	101975,00	103180,00	101645,00	102600,00	101839,00
05/01/2022 09:00	104570,00	104695,00	101580,00	101580,00	104400,00
04/01/2022 09:00	105440,00	105785,00	104040,00	104435,00	104889,00
03/01/2022 09:00	106395,00	107245,00	104360,00	104760,00	105815,00
30/12/2021 09:00	105200,00	106490,00	105180,00	105865,00	105195,00
29/12/2021 09:00	106100,00	106445,00	104905,00	104995,00	105960,00
28/12/2021 09:00	107100,00	107165,00	105625,00	105960,00	106645,00
27/12/2021 09:00	106100,00	106960,00	105935,00	106900,00	106047,00
23/12/2021 09:00	107080,00	107245,00	105600,00	105600,00	106541,00
22/12/2021 09:00	106550,00	107070,00	105645,00	106835,00	106768,00
21/12/2021 09:00	107405,00	107580,00	106335,00	106640,00	106381,00
20/12/2021 09:00	107200,00	107420,00	105685,00	106550,00	108561,00
17/12/2021 09:00	109470,00	109500,00	107910,00	108495,00	109835,00
16/12/2021 09:00	109830,00	110535,00	109140,00	109965,00	108861,00
15/12/2021 09:00	108400,00	109145,00	107175,00	109075,00	106698,00
14/12/2021 09:00	107340,00	109255,00	106440,00	106520,00	107502,00
13/12/2021 09:00	108550,00	109625,00	107320,00	107820,00	107884,00
10/12/2021 09:00	106850,00	108455,00	106850,00	108010,00	106283,00
09/12/2021 09:00	107450,00	107680,00	105955,00	106410,00	108345,00
08/12/2021 09:00	108470,00	108780,00	107480,00	108400,00	107843,00
07/12/2021 09:00	108535,00	108985,00	107305,00	108000,00	107215,00
06/12/2021 09:00	106160,00	107860,00	105790,00	107220,00	105460,00
03/12/2021 09:00	104385,00	107130,00	103955,00	105650,00	104531,00
